timestamp,ram_usage_mb,cpu_usage_percent
1727455189,473.26171875,49.7
1727455189,473.26953125,50.0
1727455189,473.3515625,49.6
1727455189,473.3515625,56.5
1727455189,473.3515625,40.6
1727455189,473.3515625,49.7
1727455189,473.3515625,59.6
1727455235,478.265625,49.8
1727455235,478.265625,55.6
1727455235,478.265625,49.5
1727455235,478.265625,57.8
1727455236,478.265625,49.7
1727455236,478.265625,56.3
1727455236,478.265625,48.1
1727455236,478.265625,55.6
1727455238,478.265625,49.8
1727455238,478.265625,46.3
1727455238,478.265625,51.8
1727455238,478.265625,39.4
1727455239,478.265625,49.8
1727455239,478.265625,50.0
1727455239,478.265625,50.0
1727455239,478.265625,40.6
1727455240,478.265625,49.8
1727455240,478.265625,38.2
1727455240,478.265625,52.9
1727455240,478.265625,40.6
1727455242,478.265625,49.7
1727455242,478.265625,54.3
1727455242,478.265625,50.0
1727455242,478.265625,55.6
1727455243,478.265625,49.8
1727455243,478.265625,38.2
1727455243,478.265625,48.6
1727455243,478.265625,55.8
1727455245,478.265625,49.8
1727455245,478.265625,37.8
1727455245,478.265625,54.2
1727455245,478.265625,40.6
1727455246,478.265625,49.8
1727455246,478.265625,38.2
1727455246,478.265625,52.9
1727455246,478.265625,38.2
1727455248,478.265625,49.8
1727455248,478.265625,40.5
1727455248,478.265625,52.6
1727455248,478.265625,40.0
1727455249,478.265625,49.8
1727455249,478.265625,52.1
1727455249,478.265625,49.5
1727455249,478.265625,38.7
1727455251,478.265625,49.7
1727455251,478.265625,53.2
1727455251,478.265625,49.5
1727455251,478.265625,36.4
1727455253,479.4140625,49.9
1727455253,479.4140625,53.1
1727455253,479.4140625,47.6
1727455253,479.4140625,57.8
1727455256,479.4140625,49.9
1727455256,479.4140625,55.3
1727455256,479.4140625,47.7
1727455256,479.4140625,53.2
1727455258,479.4140625,49.9
1727455258,479.4140625,56.3
1727455258,479.4140625,48.1
1727455258,479.4140625,55.6
1727455261,479.515625,49.9
1727455261,479.515625,54.3
1727455261,479.515625,48.6
1727455261,479.515625,56.8
1727455263,479.515625,49.9
1727455263,479.515625,55.3
1727455263,479.515625,48.5
1727455263,479.515625,42.4
1727455265,479.515625,49.9
1727455265,479.515625,55.6
1727455265,479.515625,48.6
1727455265,479.515625,55.8
1727455268,479.51953125,49.8
1727455268,479.51953125,56.5
1727455268,479.51953125,49.6
1727455268,479.51953125,50.0
1727455270,479.51953125,49.9
1727455270,479.51953125,48.7
1727455270,479.51953125,52.8
1727455270,479.51953125,38.2
1727455272,479.51953125,49.9
1727455272,479.51953125,54.2
1727455272,479.51953125,47.7
1727455272,479.51953125,57.8
1727455275,479.51953125,49.9
1727455275,479.51953125,36.4
1727455275,479.51953125,51.6
1727455275,479.51953125,55.6
1727455277,479.51953125,49.9
