2024-09-26 00:09:05, 20, 20
2024-09-26 00:09:53, 0, 5
2024-09-26 00:09:55, 0, 5
2024-09-26 00:09:59, 0, 10
2024-09-26 00:10:01, 0, 10
2024-09-26 00:10:04, 0, 10
2024-09-26 00:10:06, 0, 10
2024-09-26 00:10:08, 0, 10
2024-09-26 00:10:11, 0, 11
2024-09-26 00:10:13, 0, 11
2024-09-26 00:10:15, 0, 11
2024-09-26 00:10:18, 0, 11
2024-09-26 00:10:20, 0, 11
2024-09-26 00:10:22, 0, 11
2024-09-26 00:10:24, 0, 11
2024-09-26 00:10:28, 0, 18
2024-09-26 00:10:31, 0, 19
2024-09-26 00:10:33, 0, 19
2024-09-26 00:10:35, 0, 19
2024-09-26 00:11:33, 20, 20
2024-09-26 00:14:15, 16, 16
2024-09-26 00:17:25, 16, 16
2024-09-26 00:20:45, 17, 17
2024-09-26 00:24:47, 17, 17
2024-09-26 00:29:42, 18, 18
2024-09-26 00:35:31, 17, 17
2024-09-26 00:41:58, 18, 18
2024-09-26 00:50:27, 19, 19
2024-09-26 01:00:41, 18, 18
2024-09-26 01:08:22, 17, 18
2024-09-26 01:15:58, 16, 17
2024-09-26 01:23:45, 19, 20
2024-09-26 01:33:01, 18, 19
2024-09-26 01:43:55, 17, 19
2024-09-26 01:52:36, 17, 19
2024-09-26 02:00:21, 17, 19
2024-09-26 02:12:10, 18, 20
2024-09-26 02:24:16, 17, 19
2024-09-26 02:38:05, 16, 18
2024-09-26 02:51:47, 17, 19
2024-09-26 03:08:03, 18, 20
2024-09-26 03:25:18, 17, 19
2024-09-26 03:40:56, 17, 19
2024-09-26 03:57:36, 17, 19
2024-09-26 04:20:18, 18, 20
2024-09-26 04:44:33, 17, 19
2024-09-26 05:11:46, 17, 19
