start_time,end_time,run_time,program_string,n_samples,n_clusters,threshold,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727546321,1727546352,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 164 n_clusters 3 threshold 0.045199380021542314,164,3,0.045199380021542314,0.26781695423855967,0,None,i7186,27,0.01626493579916718
1727546321,1727546355,34,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 259 n_clusters 3 threshold 0.026936942666769027,259,3,0.026936942666769027,0.29207301825456367,0,None,i7186,30,0.024988389954631512
1727546321,1727546356,35,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 312 n_clusters 3 threshold 0.025539161641150714,312,3,0.025539161641150714,0.3293323330832708,0,None,i7186,31,0.028416194957830366
1727546306,1727546363,57,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 666 n_clusters 3 threshold 0.028584242939949038,666,3,0.028584242939949038,0.4013503375843961,0,None,i7186,52,0.06014003500875219
1727546321,1727546371,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 625 n_clusters 2 threshold 0.06752618017420173,625,2,0.06752618017420173,0.3758439609902475,0,None,i7186,46,0.06651662915728933
1727546321,1727546374,53,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 631 n_clusters 3 threshold 0.06079112466797233,631,3,0.06079112466797233,0.39459864966241565,0,None,i7186,49,0.0618279569892473
1727546321,1727546377,56,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 684 n_clusters 2 threshold 0.016543359749019146,684,2,0.016543359749019146,0.3975993998499625,0,None,i7186,52,0.06107776944236058
1727546321,1727546380,59,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 642 n_clusters 3 threshold 0.012773629657924177,642,3,0.012773629657924177,0.39359839959989995,0,None,i7186,55,0.06207801950487622
1727546326,1727546381,55,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 681 n_clusters 3 threshold 0.058793892875313766,681,3,0.058793892875313766,0.40610152538134536,0,None,i7186,51,0.05895223805951487
1727546344,1727546416,72,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 122 n_clusters 1 threshold 0.06347052600234747,122,1,0.06347052600234747,0.2288072018004501,0,None,i7181,22,0.013325912123192087
1727546376,1727546418,42,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 106 n_clusters 3 threshold 0.06753150862827897,106,3,0.06753150862827897,0.23005751437859467,0,None,i7127,25,0.011440360090022505
1727546347,1727546420,73,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 118 n_clusters 1 threshold 0.04861564908921719,118,1,0.04861564908921719,0.22230557639409854,0,None,i7181,27,0.013112653163290822
1727546346,1727546426,80,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 284 n_clusters 3 threshold 0.044170842789113526,284,3,0.044170842789113526,0.2925731432858214,0,None,i7181,32,0.02911144452779862
1727546376,1727546427,51,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 403 n_clusters 1 threshold 0.04450911634415389,403,1,0.04450911634415389,0.31482870717679423,0,None,i7127,33,0.040885221305326326
1727546347,1727546430,83,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 521 n_clusters 1 threshold 0.041026077955961235,521,1,0.041026077955961235,0.3580895223805951,0,None,i7181,37,0.04730349253980162
1727546347,1727546430,83,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 470 n_clusters 2 threshold 0.009218912739306688,470,2,0.009218912739306688,0.38809702425606407,0,None,i7181,37,0.03625906476619154
1727546347,1727546444,97,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 946 n_clusters 4 threshold 0.04329372065514327,946,4,0.04329372065514327,0.4221055263815954,0,None,i7181,51,0.10990247561890473
1727546346,1727546447,101,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 601 n_clusters 4 threshold 0.06466181192174554,601,4,0.06466181192174554,0.3725931482870718,0,None,i7181,53,0.06732933233308326
1727546381,1727546475,94,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 843 n_clusters 1 threshold 0.013562355425208807,843,1,0.013562355425208807,0.3983495873968492,0,None,i7122,82,0.12178044511127781
1727546347,1727546481,134,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 830 n_clusters 4 threshold 0.06214118969067932,830,4,0.06214118969067932,0.40360090022505624,0,None,i7181,88,0.0794365257981162
1727546587,1727546615,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 1 threshold 0.07,100,1,0.07,0.2370592648162041,0,None,i7186,25,0.010653979284294757
1727546587,1727546616,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 2 threshold 0.056124776679056285,100,2,0.056124776679056285,0.2378094523630908,0,None,i7186,25,0.010634237506745105
1727546587,1727546616,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 1 threshold 0.05109969769651499,100,1,0.05109969769651499,0.2378094523630908,0,None,i7186,25,0.010634237506745105
1727546587,1727546617,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 2 threshold 0.07,100,2,0.07,0.2370592648162041,0,None,i7186,26,0.010653979284294757
1727546592,1727546621,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 4 threshold 0.07,100,4,0.07,0.2378094523630908,0,None,i7186,25,0.010634237506745105
1727546592,1727546621,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 1 threshold 0.04248481283251036,100,1,0.04248481283251036,0.2378094523630908,0,None,i7186,25,0.010634237506745105
1727546607,1727546635,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 1 threshold 0.05845645243099719,100,1,0.05845645243099719,0.2378094523630908,0,None,i7186,25,0.010634237506745105
1727546607,1727546635,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 4 threshold 0.07,100,4,0.07,0.2378094523630908,0,None,i7186,25,0.010634237506745105
1727546607,1727546635,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 2 threshold 0.057680958242928154,100,2,0.057680958242928154,0.2378094523630908,0,None,i7181,25,0.010634237506745105
1727546607,1727546635,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 2 threshold 0.07,100,2,0.07,0.2370592648162041,0,None,i7186,25,0.010653979284294757
1727546607,1727546648,41,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 192 n_clusters 1 threshold 0.07,192,1,0.07,0.25981495373843466,0,None,i7181,35,0.02011029073057738
1727546623,1727546651,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 1 threshold 0.07,100,1,0.07,0.2370592648162041,0,None,i7186,25,0.010653979284294757
1727546623,1727546651,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 4 threshold 0.002,100,4,0.002,0.2325581395348837,0,None,i7186,25,0.010772429949592661
1727546622,1727546652,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 2 threshold 0.055258163496698695,100,2,0.055258163496698695,0.2378094523630908,0,None,i7186,25,0.010634237506745105
1727546623,1727546654,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 153 n_clusters 2 threshold 0.07,153,2,0.07,0.2530632658164541,0,None,i7186,28,0.01620196715845628
1727546622,1727546656,34,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 300 n_clusters 4 threshold 0.021130204098317167,300,4,0.021130204098317167,0.2970742685671418,0,None,i7181,30,0.028736350754355253
1727546627,1727546661,34,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 338 n_clusters 3 threshold 0.03801340122622102,338,3,0.03801340122622102,0.3170792698174544,0,None,i7186,31,0.032483120780195045
1727546647,1727546675,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 2 threshold 0.04432546181687134,100,2,0.04432546181687134,0.23355838959739939,0,None,i7186,24,0.01074610757952646
1727546647,1727546675,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 2 threshold 0.07,100,2,0.07,0.2370592648162041,0,None,i7186,24,0.010653979284294757
1727546647,1727546682,35,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 357 n_clusters 2 threshold 0.028104102327867878,357,2,0.028104102327867878,0.3143285821455364,0,None,i7186,32,0.03639798838598538
1727546727,1727546755,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 1 threshold 0.005680264585283718,100,1,0.005680264585283718,0.2325581395348837,0,None,i7186,24,0.010772429949592661
1727546727,1727546759,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 171 n_clusters 1 threshold 0.05210389456083056,171,1,0.05210389456083056,0.26956739184796197,0,None,i7186,29,0.01773062313197347
1727546743,1727546771,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 2 threshold 0.002,100,2,0.002,0.2325581395348837,0,None,i7186,25,0.010772429949592661
1727546743,1727546772,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 1 threshold 0.002,100,1,0.002,0.2325581395348837,0,None,i7186,25,0.010772429949592661
1727546743,1727546772,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 4 threshold 0.002,100,4,0.002,0.2325581395348837,0,None,i7186,25,0.010772429949592661
1727546743,1727546773,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 143 n_clusters 2 threshold 0.07,143,2,0.07,0.24731182795698925,0,None,i7186,26,0.015176871140862138
1727546743,1727546774,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 164 n_clusters 3 threshold 0.07,164,3,0.07,0.26781695423855967,0,None,i7186,27,0.01626493579916718
1727546747,1727546776,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 1 threshold 0.019960934068648455,100,1,0.019960934068648455,0.2763190797699425,0,None,i7186,25,0.009620826259196377
1727546767,1727546798,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 170 n_clusters 1 threshold 0.053131528920576813,170,1,0.053131528920576813,0.27706926731682924,0,None,i7186,27,0.017373390966789314
1727546767,1727546800,33,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 303 n_clusters 3 threshold 0.03359852933745482,303,3,0.03359852933745482,0.2978244561140285,0,None,i7186,29,0.028673835125448025
1727546807,1727546835,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 4 threshold 0.015689822718647516,100,4,0.015689822718647516,0.2325581395348837,0,None,i7186,25,0.010772429949592661
1727546827,1727546855,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 1 threshold 0.002,100,1,0.002,0.2325581395348837,0,None,i7186,25,0.010772429949592661
1727546827,1727546855,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 4 threshold 0.002,100,4,0.002,0.2325581395348837,0,None,i7186,25,0.010772429949592661
1727546827,1727546855,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 3 threshold 0.002,100,3,0.002,0.2325581395348837,0,None,i7186,25,0.010772429949592661
1727546827,1727546856,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 3 threshold 0.07,100,3,0.07,0.2378094523630908,0,None,i7186,25,0.010634237506745105
1727546833,1727546862,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 4 threshold 0.015051458887933562,100,4,0.015051458887933562,0.2325581395348837,0,None,i7186,26,0.010772429949592661
1727546847,1727546875,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 2 threshold 0.018314272236791183,100,2,0.018314272236791183,0.2305576394098524,0,None,i7186,24,0.010825074689725064
1727546847,1727546875,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 4 threshold 0.013919360150643632,100,4,0.013919360150643632,0.2325581395348837,0,None,i7186,25,0.010772429949592661
1727546847,1727546876,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 1 threshold 0.02776961015631347,100,1,0.02776961015631347,0.2763190797699425,0,None,i7186,25,0.009620826259196377
