trial_index,arm_name,trial_status,generation_method,result,n_samples,confidence,feature_proportion,n_clusters
0,0_0,COMPLETED,Sobol,0.368842210552638105625078424055,639,0.010000000000000000208166817117,0.035388970375061036544028780781,4
1,1_0,COMPLETED,Sobol,0.396599149787446814130476013815,769,0.025000000000000001387778780781,0.174874556064605723992855246252,3
2,2_0,COMPLETED,Sobol,0.376094023505876506874301412608,594,0.100000000000000005551115123126,0.088957514055073266812101451251,1
3,3_0,COMPLETED,Sobol,0.398099524881220356853361863614,847,0.001000000000000000020816681712,0.096011908352375038844250809689,3
4,4_0,COMPLETED,Sobol,0.276819204801200258181381741451,180,0.050000000000000002775557561563,0.027782568894326689634688420938,4
5,5_0,COMPLETED,Sobol,0.414853713428357084858077996614,815,0.005000000000000000104083408559,0.168868544511497020721435546875,3
6,6_0,COMPLETED,Sobol,0.380345086271567933700055164081,726,0.005000000000000000104083408559,0.013220926560461521842571031016,4
7,7_0,COMPLETED,Sobol,0.282070517629407380155726059456,237,0.005000000000000000104083408559,0.136544787138700496331722433752,2
8,8_0,COMPLETED,Sobol,0.372343085771442816600540481886,609,0.001000000000000000020816681712,0.142151387408375740051269531250,4
9,9_0,COMPLETED,Sobol,0.403850962740685215379699002369,800,0.010000000000000000208166817117,0.035909005254507068982672279844,2
10,10_0,COMPLETED,Sobol,0.414353588397099237283782713348,804,0.005000000000000000104083408559,0.123794245161116131526135575314,4
11,11_0,COMPLETED,Sobol,0.395098774693673382429892626533,699,0.005000000000000000104083408559,0.198873057216405885183618806877,1
12,12_0,COMPLETED,Sobol,0.399099774943735940979649967630,899,0.001000000000000000020816681712,0.163477747701108455657958984375,1
13,13_0,COMPLETED,Sobol,0.272818204551137810653926862869,224,0.100000000000000005551115123126,0.170623718388378642352165570628,1
14,14_0,COMPLETED,Sobol,0.354588647161790393447233782354,538,0.001000000000000000020816681712,0.079169971495866783839367997189,2
15,15_0,COMPLETED,Sobol,0.351337834458614661770070597413,442,0.001000000000000000020816681712,0.045531598292291169949308482501,1
16,16_0,COMPLETED,Sobol,0.243810952738184538723942296201,138,0.001000000000000000020816681712,0.045034025423228742079917452656,2
17,17_0,COMPLETED,Sobol,0.415103775943985953134074406989,971,0.005000000000000000104083408559,0.032584542781114576859291531719,1
18,18_0,COMPLETED,Sobol,0.371342835708927232474252377870,657,0.025000000000000001387778780781,0.047511684894561770353682561563,4
19,19_0,COMPLETED,Sobol,0.406601650412603099482566904044,876,0.050000000000000002775557561563,0.060447103716433053799406138751,1
20,20_0,COMPLETED,BoTorch,0.266066516629157256978999157582,100,0.005000000000000000104083408559,0.044424322962941846515416699503,2
21,21_0,COMPLETED,BoTorch,0.236309077269317380221025359788,100,0.001000000000000000020816681712,0.037716570669483182043357771818,3
22,22_0,COMPLETED,BoTorch,0.281570392598149532581430776190,100,0.025000000000000001387778780781,0.057179380594893650102683579917,2
23,23_0,FAILED,BoTorch,,100,0.001000000000000000020816681712,0.000000000000000000000000000000,2
24,24_0,COMPLETED,BoTorch,0.274318579644911242354510250152,100,0.001000000000000000020816681712,0.081359089299967046748918164667,3
25,25_0,COMPLETED,BoTorch,0.237559389847461832623309874180,100,0.001000000000000000020816681712,0.068729863265890103751765138895,1
26,26_0,FAILED,BoTorch,,100,0.001000000000000000020816681712,0.000000000000000000000000000000,4
27,27_0,COMPLETED,BoTorch,0.281570392598149532581430776190,100,0.010000000000000000208166817117,0.006200475445037423143090915545,2
28,28_0,COMPLETED,BoTorch,0.281570392598149532581430776190,100,0.100000000000000005551115123126,0.158829322168216713340171963864,3
29,29_0,COMPLETED,BoTorch,0.210302575643910971692207567685,100,0.025000000000000001387778780781,0.049678109617522753227447651625,1
30,30_0,FAILED,BoTorch,,100,0.001000000000000000020816681712,0.000000000000000000000000000000,3
31,31_0,COMPLETED,BoTorch,0.281570392598149532581430776190,100,0.005000000000000000104083408559,0.062710458944585670271187893832,3
32,32_0,COMPLETED,BoTorch,0.281570392598149532581430776190,100,0.001000000000000000020816681712,0.092118489706186704180090885075,4
33,33_0,COMPLETED,BoTorch,0.281570392598149532581430776190,100,0.250000000000000000000000000000,0.094334945386475285711291860480,2
34,34_0,COMPLETED,BoTorch,0.242810702675668954597654192185,100,0.010000000000000000208166817117,0.056389409209062095473807829649,2
35,35_0,COMPLETED,BoTorch,0.219304826206551672918010353897,100,0.050000000000000002775557561563,0.107980795408812613178639594480,1
36,36_0,COMPLETED,BoTorch,0.281570392598149532581430776190,100,0.250000000000000000000000000000,0.044856578283365935999604801054,1
37,37_0,FAILED,BoTorch,,100,0.010000000000000000208166817117,0.000000000000000000000000000000,1
38,38_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,0.005000000000000000104083408559,0.003420433302942613336405930369,3
39,39_0,COMPLETED,BoTorch,0.229807451862965694822094064875,100,0.005000000000000000104083408559,0.129426832632290045310696768865,4
40,26_0,FAILED,BoTorch,,100,0.001000000000000000020816681712,0.000000000000000000000000000000,4
41,41_0,COMPLETED,BoTorch,0.210302575643910971692207567685,100,0.025000000000000001387778780781,0.061780352951651906767693844813,1
42,26_0,FAILED,BoTorch,,100,0.001000000000000000020816681712,0.000000000000000000000000000000,4
43,43_0,COMPLETED,BoTorch,0.210302575643910971692207567685,100,0.025000000000000001387778780781,0.059729765498412738800038113141,1
44,44_0,COMPLETED,BoTorch,0.272818204551137810653926862869,224,0.100000000000000005551115123126,0.170626964876806758164562438651,1
