start_time,end_time,run_time,program_string,n_samples,n_windows,disjoint_training_windows,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727565068,1727565098,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 UDetect n_samples 119 n_windows 66 disjoint_training_windows False,119,66,False,0.2478119529882471,0,None,i7186,27,0.01791356930141626
1727565068,1727565106,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 UDetect n_samples 332 n_windows 143 disjoint_training_windows False,332,143,False,0.34433608402100524,0,None,i7186,34,0.04251062765691423
1727565057,1727565108,51,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 UDetect n_samples 313 n_windows 70 disjoint_training_windows True,313,70,True,0.44136034008502123,0,None,i7186,47,0
1727565068,1727565117,49,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 UDetect n_samples 597 n_windows 132 disjoint_training_windows True,597,132,True,0.44136034008502123,0,None,i7186,46,0
1727565068,1727565118,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 UDetect n_samples 370 n_windows 179 disjoint_training_windows True,370,179,True,0.44136034008502123,0,None,i7186,47,0
1727565068,1727565118,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 UDetect n_samples 671 n_windows 130 disjoint_training_windows True,671,130,True,0.44136034008502123,0,None,i7186,47,0
1727565087,1727565123,36,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 UDetect n_samples 395 n_windows 65 disjoint_training_windows False,395,65,False,0.3170792698174544,0,None,i7186,32,0.03609235642243894
1727565087,1727565123,36,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 UDetect n_samples 316 n_windows 152 disjoint_training_windows False,316,152,False,0.3323330832708177,0,None,i7186,32,0.03439748826095413
1727565087,1727565124,37,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 UDetect n_samples 498 n_windows 193 disjoint_training_windows False,498,193,False,0.33333333333333337,0,None,i7186,34,0.0440824491837245
1727565087,1727565125,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 UDetect n_samples 540 n_windows 208 disjoint_training_windows False,540,208,False,0.34608652163040765,0,None,i7186,35,0.04226056514128531
