trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test
86,86_0,FAILED,SOBOL,,,2080,3416,8.552256250612437327163206646219,0.041208509610500189401793846855,True,False
87,87_0,FAILED,SOBOL,,,3617,1562,4.044674366872758497493123286404,0.023513190152123570469955282647,False,True
88,88_0,FAILED,SOBOL,,,3154,4406,8.061795908858067960522930661682,0.008931230172980577849961569825,True,True
89,89_0,COMPLETED,SOBOL,0.579999999999999960031971113494,1588.000000000000000000000000000000,2231,14,4.494089746602811352715889370302,0.027974023052491248098050391491,False,False
90,90_0,COMPLETED,SOBOL,0.579999999999999960031971113494,44.000000000000000000000000000000,866,2985,6.643348376982846303917540353723,0.019387935185804963666988953719,False,False
91,91_0,FAILED,SOBOL,,,4982,2384,0.915213822429068457608991593588,0.038424284049775450644581553661,True,True
92,92_0,FAILED,SOBOL,,,4142,3634,3.177945619234815222142742641154,0.049500061590690168367157042439,True,True
93,93_0,COMPLETED,SOBOL,0.579999999999999960031971113494,47.000000000000000000000000000000,144,1783,9.228418242415413530466139491182,0.017690097843296826579662095469,False,False
94,94_0,COMPLETED,SOBOL,0.579999999999999960031971113494,48.000000000000000000000000000000,1742,3816,2.079900688713416379016507562483,0.035956040082499383936376347037,False,False
95,95_0,FAILED,SOBOL,,,2704,674,5.325477973723784508308654039865,0.004139632319565862347832130297,True,True
96,96_0,FAILED,SOBOL,,,2744,3574,9.629475342818535565925230912399,0.022635004506912085459058303627,False,True
97,97_0,FAILED,SOBOL,,,1860,1715,2.966271104683168235993662165129,0.042257501544430857431944303926,True,False
98,98_0,FAILED,SOBOL,,,26,4057,5.739615867857821740471990779042,0.011386748106218876064321676722,True,False
99,99_0,FAILED,SOBOL,,,4103,912,1.856895197802223229643914237386,0.031003556438256058003233306408,False,True
100,100_0,COMPLETED,BOTORCH_MODULAR,0.700000000000000066613381477509,214.000000000000000000000000000000,2969,1102,0.565238489554277245829894127382,0.013646629218484923259935293061,False,False
101,101_0,COMPLETED,BOTORCH_MODULAR,0.680000000000000048849813083507,752.000000000000000000000000000000,2982,927,0.615882431274261232800881771254,0.000529051669634603518622972818,True,False
102,102_0,COMPLETED,BOTORCH_MODULAR,0.680000000000000048849813083507,154.000000000000000000000000000000,989,342,0.531299214581167800197647466121,0.050000000000000002775557561563,False,False
103,103_0,COMPLETED,BOTORCH_MODULAR,0.650000000000000022204460492503,132.000000000000000000000000000000,4316,142,0.677778742793272215294564375654,0.000500000000000000010408340856,False,False
