trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
0,0_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,3595,4132,0.701485616922378540927240919700,18,0.1
1,1_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,2420,464,0.214044812804087991597867812743,41,0.05
2,2_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,400,3614,0.348608805460855375457640548120,32,0.05
3,3_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,4213,2438,0.859198473686352381939457245608,11,0.25
4,4_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,4463,2646,0.098108189797028899636899268444,31,0.01
5,5_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,776,1316,0.616492829488590410313975098688,3,0.05
6,6_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,1407,4612,0.946087049866095153305423082202,20,0.005
7,7_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,2732,785,0.466441229296848169916245296918,47,0.1
8,8_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,3003,3236,0.766061342881992457520823336381,45,0.01
9,9_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,5.000000000000000000000000000000,1767,1906,0.255229925846680971712743257740,24,0.025
10,10_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,1051,4040,0.183160878134891402790884740170,6,0.005
11,11_0,COMPLETED,Sobol,SOBOL,0.570000000000000062172489379009,3.000000000000000000000000000000,4807,213,0.670359921360388355537907045800,29,0.05
12,12_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,3863,4713,0.435559294825419773822261504392,8,0.001
13,13_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,120,1044,0.914959559516981268956214989885,35,0.1
14,14_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,2065,3012,0.523357743496075222822128125699,43,0.01
15,15_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,3329,1837,0.004727547926828265523191419106,15,0.25
16,16_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,3243,2859,0.579029498932883135431382015668,14,0.025
17,17_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,1996,1688,0.068441737959161405568941916044,41,0.05
18,18_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,187,4867,0.495129268409684297758133197931,37,0.005
19,19_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,3952,1193,0.982571960261091614796669091447,9,0.01
20,20_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,4875,3882,0.246639386871829624503504874156,26,0.005
21,21_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,6.000000000000000000000000000000,1140,50,0.726283300189301317395518253761,5,0.001
22,22_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,1680,3394,0.833437586447223988095345248439,24,0.1
23,23_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,2933,2070,0.315051046939566758986472905235,47,0.01
24,24_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,2585,4463,0.889191303519532127985769420775,50,0.005
25,25_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,1399,631,0.401994167545810354713609058308,21,0.001
26,26_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,787,2795,0.037314262481406332283562221619,2,0.25
27,27_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,4608,1470,0.548147579332813661423529083550,29,0.1
28,28_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,4224,3450,0.283925348589196824278246822360,12,0.1
29,29_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,0.000000000000000000000000000000,545,2279,0.802553636906668588224533777975,35,0.25
30,30_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,0.704670638813436278624635633605,31,0.05
31,31_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3715,0.767975833195619794757647014194,5,0.05
32,32_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3391,0.678035718940829257306290855922,8,0.025
33,33_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,2.000000000000000000000000000000,5000,985,0.810293179614616110306712926104,1,0.05
34,34_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1257,2759,0.001000000000000000020816681712,8,0.025
35,35_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3580,0.001000000000000000020816681712,8,0.025
36,36_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,0.518090888827096973656693990051,10,0.025
37,37_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1355,2357,0.001000000000000000020816681712,7,0.025
38,38_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,1.000000000000000000000000000000,5000,1952,0.593295082353993419310711487924,2,0.05
39,39_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,0.001000000000000000020816681712,14,0.001
40,40_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.570000000000000062172489379009,4.000000000000000000000000000000,5000,165,0.998999999999999999111821580300,1,0.05
41,41_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4878,0.998999999999999999111821580300,20,0.05
42,42_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2713,0.706766054422214073937880129961,6,0.05
43,43_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2328,0.998999999999999999111821580300,1,0.05
44,44_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4476,0.001000000000000000020816681712,8,0.025
45,45_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2193,0.998999999999999999111821580300,5,0.05
46,46_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,0.001000000000000000020816681712,50,0.05
47,47_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,1.000000000000000000000000000000,1291,961,0.001000000000000000020816681712,32,0.001
48,48_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4052,0.998999999999999999111821580300,14,0.05
49,49_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,1.000000000000000000000000000000,5000,963,0.352614184300036159758207077175,50,0.05
50,50_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,5000,381,0.998999999999999999111821580300,7,0.05
51,51_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,3.000000000000000000000000000000,5000,502,0.001000000000000000020816681712,49,0.05
52,52_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4901,0.001000000000000000020816681712,10,0.05
53,53_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.570000000000000062172489379009,3.000000000000000000000000000000,5000,232,0.998999999999999999111821580300,6,0.05
54,54_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2126,1227,0.998999999999999999111821580300,6,0.025
55,55_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,5000,374,0.001000000000000000020816681712,50,0.05
56,56_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,1.000000000000000000000000000000,5000,1191,0.001000000000000000020816681712,50,0.025
57,57_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,0.998999999999999999111821580300,20,0.05
58,58_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,0.998999999999999999111821580300,3,0.05
59,59_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1615,5000,0.998999999999999999111821580300,16,0.001
60,60_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.570000000000000062172489379009,3.000000000000000000000000000000,3909,207,0.998999999999999999111821580300,50,0.025
61,61_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,1.000000000000000000000000000000,1,243,0.998999999999999999111821580300,50,0.1
62,62_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3050,1407,0.683247280720495009376236339449,2,0.001
63,63_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,660,220,0.998999999999999999111821580300,50,0.25
