trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
0,0_0,COMPLETED,Sobol,SOBOL,0.350000000000000033306690738755,25.000000000000000000000000000000,181,3860,0.822555312514305136950554242503,33,0.05
1,1_0,COMPLETED,Sobol,SOBOL,0.540000000000000035527136788005,57.000000000000000000000000000000,2932,1704,0.148036698935553434619549761919,15,0.25
2,2_0,COMPLETED,Sobol,SOBOL,0.550000000000000044408920985006,63.000000000000000000000000000000,4834,2997,0.252346722556278102445048716618,6,0.001
3,3_0,COMPLETED,Sobol,SOBOL,0.520000000000000017763568394003,45.000000000000000000000000000000,2038,231,0.716174733797088292064358938660,48,0.005
4,4_0,COMPLETED,Sobol,SOBOL,0.520000000000000017763568394003,72.000000000000000000000000000000,1522,3433,0.013702073752880097184947416622,10,0.001
5,5_0,COMPLETED,Sobol,SOBOL,0.609999999999999986677323704498,145.000000000000000000000000000000,4118,1193,0.953326972957700524702318034542,43,0.005
6,6_0,COMPLETED,Sobol,SOBOL,0.460000000000000019984014443253,56.000000000000000000000000000000,3509,4752,0.568314072351902677127100105281,27,0.005
7,7_0,COMPLETED,Sobol,SOBOL,0.520000000000000017763568394003,70.000000000000000000000000000000,871,1913,0.400785573139786743812607028303,19,0.05
8,8_0,COMPLETED,Sobol,SOBOL,0.500000000000000000000000000000,65.000000000000000000000000000000,1034,2677,0.626035108476877266703297664208,24,0.001
9,9_0,COMPLETED,Sobol,SOBOL,0.609999999999999986677323704498,179.000000000000000000000000000000,3355,540,0.341606548991054304043046840889,29,0.05
10,10_0,COMPLETED,Sobol,SOBOL,0.479999999999999982236431605997,62.000000000000000000000000000000,3959,4179,0.198122332345694290856030761461,39,0.25
11,11_0,COMPLETED,Sobol,SOBOL,0.589999999999999968913755310496,108.000000000000000000000000000000,1671,1394,0.771347163841128335981522923248,9,0.01
12,12_0,COMPLETED,Sobol,SOBOL,0.359999999999999986677323704498,29.000000000000000000000000000000,2192,4438,0.444129850411787652220141353610,47,0.025
13,13_0,COMPLETED,Sobol,SOBOL,0.570000000000000062172489379009,89.000000000000000000000000000000,4671,2218,0.525857446042820808607132221368,2,0.01
14,14_0,COMPLETED,Sobol,SOBOL,0.410000000000000031086244689504,35.000000000000000000000000000000,2783,3747,0.887639202101156099544709832116,17,0.1
15,15_0,COMPLETED,Sobol,SOBOL,0.520000000000000017763568394003,70.000000000000000000000000000000,339,889,0.080520196149125700113557968507,38,0.25
16,16_0,COMPLETED,Sobol,SOBOL,0.419999999999999984456877655248,44.000000000000000000000000000000,543,3577,0.985878579951822708871134182118,35,0.01
17,17_0,COMPLETED,Sobol,SOBOL,0.589999999999999968913755310496,105.000000000000000000000000000000,2597,734,0.046448975149542097440313881407,18,0.005
18,18_0,COMPLETED,Sobol,SOBOL,0.489999999999999991118215802999,68.000000000000000000000000000000,4483,4607,0.431385555941611542607461160515,3,0.1
19,19_0,COMPLETED,Sobol,SOBOL,0.440000000000000002220446049250,62.000000000000000000000000000000,2396,2372,0.599115052722394514361781148182,45,0.05
20,20_0,COMPLETED,Sobol,SOBOL,0.479999999999999982236431605997,93.000000000000000000000000000000,1858,4317,0.177847689228132377348146064833,8,0.05
21,21_0,COMPLETED,Sobol,SOBOL,0.579999999999999960031971113494,170.000000000000000000000000000000,3754,1557,0.852196095457300573094983064948,41,0.025
22,22_0,COMPLETED,Sobol,SOBOL,0.500000000000000000000000000000,103.000000000000000000000000000000,3152,2539,0.747931578194722557206830515497,32,0.25
23,23_0,COMPLETED,Sobol,SOBOL,0.619999999999999995559107901499,299.000000000000000000000000000000,1220,378,0.283939093442633738728630987680,24,0.001
24,24_0,COMPLETED,Sobol,SOBOL,0.410000000000000031086244689504,42.000000000000000000000000000000,744,4917,0.555726107465103313920451455488,22,0.25
25,25_0,COMPLETED,Sobol,SOBOL,0.560000000000000053290705182008,99.000000000000000000000000000000,3618,2054,0.473711728831753109414393065890,26,0.025
26,26_0,COMPLETED,Sobol,SOBOL,0.540000000000000035527136788005,80.000000000000000000000000000000,4225,3268,0.112341433530673384666442871094,42,0.05
27,27_0,COMPLETED,Sobol,SOBOL,0.589999999999999968913755310496,158.000000000000000000000000000000,1397,1053,0.919167953314259600361424418224,13,0.005
28,28_0,COMPLETED,Sobol,SOBOL,0.530000000000000026645352591004,101.000000000000000000000000000000,1930,2844,0.374094952709972838889029844722,49,0.01
29,29_0,COMPLETED,Sobol,SOBOL,0.589999999999999968913755310496,1133.000000000000000000000000000000,4959,64,0.658845867488533243339077216660,4,0.001
