trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
0,0_0,COMPLETED,SOBOL,0.680000000000000048849813083507,270.000000000000000000000000000000,743,3948,892,21,3
1,1_0,COMPLETED,SOBOL,0.650000000000000022204460492503,162.000000000000000000000000000000,4151,2207,448,169,7
2,2_0,COMPLETED,SOBOL,0.670000000000000039968028886506,175.000000000000000000000000000000,2736,2736,610,65,9
3,3_0,COMPLETED,SOBOL,0.650000000000000022204460492503,75.000000000000000000000000000000,2470,1072,55,244,1
4,4_0,COMPLETED,SOBOL,0.690000000000000057731597280508,220.000000000000000000000000000000,1591,3357,317,202,2
5,5_0,COMPLETED,SOBOL,0.680000000000000048849813083507,154.000000000000000000000000000000,3185,337,776,117,10
6,6_0,COMPLETED,SOBOL,0.690000000000000057731597280508,229.000000000000000000000000000000,4911,4645,185,153,7
7,7_0,COMPLETED,SOBOL,0.650000000000000022204460492503,85.000000000000000000000000000000,178,1702,725,36,5
8,8_0,COMPLETED,SOBOL,0.680000000000000048849813083507,143.000000000000000000000000000000,333,2900,204,96,6
9,9_0,COMPLETED,SOBOL,0.680000000000000048849813083507,158.000000000000000000000000000000,4444,911,648,212,4
10,10_0,COMPLETED,SOBOL,0.700000000000000066613381477509,421.000000000000000000000000000000,3654,4110,299,53,1
11,11_0,COMPLETED,SOBOL,0.680000000000000048849813083507,169.000000000000000000000000000000,1434,2042,854,139,8
12,12_0,COMPLETED,SOBOL,0.579999999999999960031971113494,123.000000000000000000000000000000,2002,4799,529,183,10
13,13_0,COMPLETED,SOBOL,0.609999999999999986677323704498,127.000000000000000000000000000000,2892,1551,70,4,3
14,14_0,COMPLETED,SOBOL,0.690000000000000057731597280508,218.000000000000000000000000000000,3992,3509,973,235,5
15,15_0,COMPLETED,SOBOL,0.670000000000000039968028886506,139.000000000000000000000000000000,1214,182,433,87,7
16,16_0,COMPLETED,SOBOL,0.660000000000000031086244689504,208.000000000000000000000000000000,1028,3731,664,143,1
17,17_0,COMPLETED,SOBOL,0.670000000000000039968028886506,243.000000000000000000000000000000,3885,80,251,42,9
18,18_0,COMPLETED,SOBOL,0.670000000000000039968028886506,154.000000000000000000000000000000,3100,4862,839,192,6
19,19_0,COMPLETED,SOBOL,0.680000000000000048849813083507,57.000000000000000000000000000000,2125,1290,252,122,3
20,20_0,COMPLETED,SOBOL,0.670000000000000039968028886506,238.000000000000000000000000000000,1325,4360,116,74,5
21,21_0,COMPLETED,SOBOL,0.640000000000000013322676295502,138.000000000000000000000000000000,3471,1990,544,238,8
22,22_0,COMPLETED,SOBOL,0.700000000000000066613381477509,305.000000000000000000000000000000,4566,2992,386,31,10
23,23_0,COMPLETED,SOBOL,0.690000000000000057731597280508,85.000000000000000000000000000000,542,699,957,164,2
24,24_0,COMPLETED,SOBOL,0.640000000000000013322676295502,126.000000000000000000000000000000,72,4387,494,225,8
25,25_0,COMPLETED,SOBOL,0.690000000000000057731597280508,276.000000000000000000000000000000,4724,1768,907,93,2
26,26_0,COMPLETED,SOBOL,0.670000000000000039968028886506,191.000000000000000000000000000000,3315,3253,7,173,4
27,27_0,COMPLETED,SOBOL,0.630000000000000004440892098501,270.000000000000000000000000000000,1794,556,594,10,6
28,28_0,COMPLETED,SOBOL,0.670000000000000039968028886506,111.000000000000000000000000000000,2282,2526,792,63,7
29,29_0,COMPLETED,SOBOL,0.680000000000000048849813083507,85.000000000000000000000000000000,2631,1167,364,133,5
30,30_0,COMPLETED,SOBOL,0.680000000000000048849813083507,296.000000000000000000000000000000,4352,3893,710,105,3
31,31_0,COMPLETED,SOBOL,0.640000000000000013322676295502,105.000000000000000000000000000000,874,2455,139,206,9
32,32_0,COMPLETED,SOBOL,0.650000000000000022204460492503,150.000000000000000000000000000000,796,2713,288,157,4
33,33_0,COMPLETED,SOBOL,0.640000000000000013322676295502,282.000000000000000000000000000000,4273,942,875,25,8
34,34_0,COMPLETED,SOBOL,0.660000000000000031086244689504,137.000000000000000000000000000000,2553,4000,214,240,10
35,35_0,COMPLETED,SOBOL,0.700000000000000066613381477509,89.000000000000000000000000000000,2204,2308,626,77,2
36,36_0,COMPLETED,SOBOL,0.670000000000000039968028886506,317.000000000000000000000000000000,1872,4592,991,121,1
37,37_0,COMPLETED,SOBOL,0.670000000000000039968028886506,115.000000000000000000000000000000,3393,1601,420,191,9
38,38_0,COMPLETED,SOBOL,0.719999999999999973354647408996,390.000000000000000000000000000000,4802,3380,511,48,7
39,39_0,COMPLETED,SOBOL,0.690000000000000057731597280508,30.000000000000000000000000000000,150,467,83,149,4
40,40_0,COMPLETED,SOBOL,0.650000000000000022204460492503,135.000000000000000000000000000000,620,4155,620,208,7
41,41_0,COMPLETED,SOBOL,0.680000000000000048849813083507,233.000000000000000000000000000000,4644,2156,34,107,5
42,42_0,COMPLETED,SOBOL,0.680000000000000048849813083507,251.000000000000000000000000000000,3549,2865,882,128,3
43,43_0,COMPLETED,SOBOL,0.690000000000000057731597280508,172.000000000000000000000000000000,1403,787,469,58,10
44,44_0,COMPLETED,SOBOL,0.619999999999999995559107901499,106.000000000000000000000000000000,2047,3544,167,16,8
45,45_0,COMPLETED,SOBOL,0.690000000000000057731597280508,108.000000000000000000000000000000,3022,305,738,179,1
46,46_0,COMPLETED,SOBOL,0.700000000000000066613381477509,231.000000000000000000000000000000,3807,4754,335,90,4
47,47_0,COMPLETED,SOBOL,0.670000000000000039968028886506,68.000000000000000000000000000000,950,1437,763,223,6
48,48_0,COMPLETED,SOBOL,0.690000000000000057731597280508,302.000000000000000000000000000000,1136,4966,18,38,2
49,49_0,COMPLETED,SOBOL,0.670000000000000039968028886506,149.000000000000000000000000000000,3914,1345,573,155,10
50,50_0,COMPLETED,BOTORCH_MODULAR,0.670000000000000039968028886506,137.000000000000000000000000000000,1650,344,168,182,6
51,51_0,COMPLETED,BOTORCH_MODULAR,0.650000000000000022204460492503,133.000000000000000000000000000000,2893,4282,637,222,3
52,52_0,COMPLETED,BOTORCH_MODULAR,0.680000000000000048849813083507,345.000000000000000000000000000000,4769,4758,347,67,7
53,53_0,FAILED,BOTORCH_MODULAR,,,137,278,2,191,4
54,54_0,FAILED,BOTORCH_MODULAR,,,582,1336,2,102,10
55,55_0,FAILED,BOTORCH_MODULAR,,,890,651,2,162,9
56,56_0,COMPLETED,BOTORCH_MODULAR,0.660000000000000031086244689504,38.000000000000000000000000000000,2481,185,1000,187,6
57,57_0,COMPLETED,BOTORCH_MODULAR,0.640000000000000013322676295502,77.000000000000000000000000000000,860,1,2,154,1
58,58_0,COMPLETED,BOTORCH_MODULAR,0.670000000000000039968028886506,170.000000000000000000000000000000,3824,4516,92,207,2
59,59_0,FAILED,BOTORCH_MODULAR,,,1548,693,2,179,4
60,60_0,COMPLETED,BOTORCH_MODULAR,0.660000000000000031086244689504,117.000000000000000000000000000000,2563,4682,1000,249,4
61,61_0,COMPLETED,BOTORCH_MODULAR,0.700000000000000066613381477509,1240.000000000000000000000000000000,1044,2645,2,74,1
62,62_0,COMPLETED,BOTORCH_MODULAR,0.690000000000000057731597280508,321.000000000000000000000000000000,4918,5000,1000,53,5
63,63_0,COMPLETED,BOTORCH_MODULAR,0.579999999999999960031971113494,9.000000000000000000000000000000,39,58,598,190,7
64,64_0,COMPLETED,BOTORCH_MODULAR,0.500000000000000000000000000000,5.000000000000000000000000000000,1,1,2,199,2
65,65_0,FAILED,BOTORCH_MODULAR,,,2793,25,2,189,7
66,66_0,COMPLETED,BOTORCH_MODULAR,0.700000000000000066613381477509,163.000000000000000000000000000000,2852,2378,2,90,1
67,67_0,FAILED,BOTORCH_MODULAR,,,1,657,2,134,10
68,68_0,COMPLETED,BOTORCH_MODULAR,0.560000000000000053290705182008,7.000000000000000000000000000000,1,117,98,243,8
69,69_0,COMPLETED,BOTORCH_MODULAR,0.700000000000000066613381477509,145.000000000000000000000000000000,806,2097,1000,81,1
70,70_0,COMPLETED,BOTORCH_MODULAR,0.560000000000000053290705182008,81.000000000000000000000000000000,1877,1,1000,211,9
71,71_0,FAILED,BOTORCH_MODULAR,,,5000,4142,2,61,9
72,72_0,COMPLETED,BOTORCH_MODULAR,0.680000000000000048849813083507,216.000000000000000000000000000000,4846,4824,1000,199,3
73,73_0,FAILED,BOTORCH_MODULAR,,,4162,1,2,179,6
74,74_0,COMPLETED,BOTORCH_MODULAR,0.690000000000000057731597280508,230.000000000000000000000000000000,4412,5000,1000,89,8
75,75_0,FAILED,BOTORCH_MODULAR,,,191,906,2,177,6
76,76_0,COMPLETED,BOTORCH_MODULAR,0.640000000000000013322676295502,43.000000000000000000000000000000,673,102,160,215,10
77,77_0,COMPLETED,BOTORCH_MODULAR,0.660000000000000031086244689504,178.000000000000000000000000000000,1621,4510,1000,220,2
78,78_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,249.000000000000000000000000000000,1,562,1000,181,7
79,79_0,COMPLETED,BOTORCH_MODULAR,0.579999999999999960031971113494,249.000000000000000000000000000000,1,708,2,113,1
80,80_0,COMPLETED,BOTORCH_MODULAR,0.660000000000000031086244689504,126.000000000000000000000000000000,674,4584,1000,235,1
81,81_0,COMPLETED,BOTORCH_MODULAR,0.670000000000000039968028886506,278.000000000000000000000000000000,5000,4504,1000,37,9
82,82_0,FAILED,BOTORCH_MODULAR,,,2119,1436,2,95,10
83,83_0,FAILED,BOTORCH_MODULAR,,,1263,1,2,177,3
84,84_0,COMPLETED,BOTORCH_MODULAR,0.660000000000000031086244689504,176.000000000000000000000000000000,1214,154,1000,156,6
85,85_0,COMPLETED,BOTORCH_MODULAR,0.680000000000000048849813083507,110.000000000000000000000000000000,1451,590,851,171,8
86,86_0,COMPLETED,BOTORCH_MODULAR,0.540000000000000035527136788005,6.000000000000000000000000000000,1,1,2,179,1
87,87_0,FAILED,BOTORCH_MODULAR,,,5000,3136,2,67,9
88,88_0,FAILED,BOTORCH_MODULAR,,,5000,5000,2,47,4
89,89_0,FAILED,BOTORCH_MODULAR,,,3499,4666,2,242,3
90,90_0,COMPLETED,BOTORCH_MODULAR,0.520000000000000017763568394003,5.000000000000000000000000000000,1,1,1000,160,8
91,91_0,COMPLETED,BOTORCH_MODULAR,0.650000000000000022204460492503,144.000000000000000000000000000000,3231,4399,1000,199,1
92,92_0,FAILED,BOTORCH_MODULAR,,,2052,1,2,250,7
93,93_0,COMPLETED,BOTORCH_MODULAR,0.680000000000000048849813083507,165.000000000000000000000000000000,4281,5000,330,185,1
94,94_0,COMPLETED,BOTORCH_MODULAR,0.579999999999999960031971113494,23.000000000000000000000000000000,1,1600,2,87,1
95,95_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,30.000000000000000000000000000000,1,1366,1000,113,6
96,96_0,FAILED,BOTORCH_MODULAR,,,1,836,2,244,10
97,97_0,FAILED,BOTORCH_MODULAR,,,2417,139,2,163,4
98,98_0,COMPLETED,BOTORCH_MODULAR,0.570000000000000062172489379009,23.000000000000000000000000000000,1,1834,1000,93,10
99,99_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,86.000000000000000000000000000000,4162,1,1000,157,4
100,100_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,100.000000000000000000000000000000,1125,1,1000,250,1
101,101_0,FAILED,BOTORCH_MODULAR,,,5000,1807,2,250,10
102,102_0,FAILED,BOTORCH_MODULAR,,,1058,1,2,250,3
103,103_0,COMPLETED,BOTORCH_MODULAR,0.660000000000000031086244689504,191.000000000000000000000000000000,5000,3183,1000,250,10
104,104_0,COMPLETED,BOTORCH_MODULAR,0.660000000000000031086244689504,85.000000000000000000000000000000,935,412,1000,250,10
105,105_0,COMPLETED,BOTORCH_MODULAR,0.630000000000000004440892098501,162.000000000000000000000000000000,5000,1,1000,250,1
106,106_0,FAILED,BOTORCH_MODULAR,,,3084,1,2,250,10
107,107_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,133.000000000000000000000000000000,1182,1838,1000,250,1
108,108_0,FAILED,BOTORCH_MODULAR,,,4268,5000,2,250,10
109,109_0,COMPLETED,BOTORCH_MODULAR,0.650000000000000022204460492503,197.000000000000000000000000000000,4466,4380,1000,250,10
110,110_0,COMPLETED,BOTORCH_MODULAR,0.660000000000000031086244689504,134.000000000000000000000000000000,5000,1950,2,250,1
111,111_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,65.000000000000000000000000000000,3009,1,2,250,1
112,112_0,FAILED,BOTORCH_MODULAR,,,937,907,1000,2,10
113,113_0,FAILED,BOTORCH_MODULAR,,,901,1,2,250,10
114,114_0,FAILED,BOTORCH_MODULAR,,,5000,1,2,250,10
115,115_0,COMPLETED,BOTORCH_MODULAR,0.650000000000000022204460492503,122.000000000000000000000000000000,346,5000,1000,250,10
116,116_0,COMPLETED,BOTORCH_MODULAR,0.690000000000000057731597280508,93.000000000000000000000000000000,1191,2020,2,250,1
117,117_0,COMPLETED,BOTORCH_MODULAR,0.709999999999999964472863211995,604.000000000000000000000000000000,1145,1381,1000,2,1
118,118_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,51.000000000000000000000000000000,703,1,2,250,1
119,119_0,COMPLETED,BOTORCH_MODULAR,0.660000000000000031086244689504,206.000000000000000000000000000000,5000,3198,2,250,1
120,120_0,COMPLETED,BOTORCH_MODULAR,0.579999999999999960031971113494,39.000000000000000000000000000000,668,1,1000,250,6
121,121_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,51.000000000000000000000000000000,867,1,1000,121,10
122,122_0,COMPLETED,BOTORCH_MODULAR,0.630000000000000004440892098501,67.000000000000000000000000000000,2832,1,1000,250,1
123,123_0,FAILED,BOTORCH_MODULAR,,,902,2591,1000,2,10
124,124_0,COMPLETED,BOTORCH_MODULAR,0.579999999999999960031971113494,77.000000000000000000000000000000,5000,1,1000,250,10
125,125_0,COMPLETED,BOTORCH_MODULAR,0.670000000000000039968028886506,228.000000000000000000000000000000,4649,3062,1000,250,1
126,126_0,COMPLETED,BOTORCH_MODULAR,0.700000000000000066613381477509,174.000000000000000000000000000000,1194,1611,1000,143,1
127,127_0,FAILED,BOTORCH_MODULAR,,,902,1,2,149,10
128,128_0,FAILED,BOTORCH_MODULAR,,,3911,5000,1000,2,10
129,129_0,FAILED,BOTORCH_MODULAR,,,875,2025,2,250,10
130,130_0,FAILED,BOTORCH_MODULAR,,,4925,3773,2,250,10
131,131_0,COMPLETED,BOTORCH_MODULAR,0.680000000000000048849813083507,88.000000000000000000000000000000,2649,2244,1000,250,1
132,132_0,COMPLETED,BOTORCH_MODULAR,0.650000000000000022204460492503,149.000000000000000000000000000000,3917,5000,1000,250,10
133,133_0,COMPLETED,BOTORCH_MODULAR,0.680000000000000048849813083507,158.000000000000000000000000000000,5000,2093,1000,250,1
134,134_0,COMPLETED,BOTORCH_MODULAR,0.600000000000000088817841970013,25.000000000000000000000000000000,483,1,1000,250,10
135,135_0,FAILED,BOTORCH_MODULAR,,,593,5000,1000,2,10
136,136_0,FAILED,BOTORCH_MODULAR,,,912,1,1000,2,6
137,137_0,COMPLETED,BOTORCH_MODULAR,0.690000000000000057731597280508,98.000000000000000000000000000000,1356,507,2,250,1
