trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
0,0_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,56,2133,0.907259360432624784031929721095,32,0.025
1,1_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4103,4414,0.124460176372900604979676586481,25,0.005
2,2_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3090,1193,0.319580248478800066358473941364,12,0.01
3,3_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1543,3473,0.649674842679873076889407457202,45,0.001
4,4_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1954,596,0.168745982611551881280576026256,2,0.025
5,5_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3533,2866,0.861998965267091965536394582159,43,0.05
6,6_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4863,1529,0.573226927066221803030998671602,30,0.01
7,7_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,785,3800,0.395053554717451349542756133815,15,0.005
8,8_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,999,720,0.696638312369585066541333162604,18,0.01
9,9_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4453,3283,0.272616767635568968408676937543,27,0.001
10,10_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3434,2284,0.046795531719923018354467814106,40,0.1
11,11_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2482,4848,0.984924014380201717777651992947,5,0.05
12,12_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1680,1712,0.441530807187780760525441792197,48,0.05
13,13_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2601,4285,0.526749663442373283750441714801,9,0.1
14,14_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,4.000000000000000000000000000000,3927,150,0.783847865452989900347802176839,22,0.25
15,15_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,505,2723,0.246897071272134782660145901900,35,0.001
16,16_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,391,268,0.840995983406901403967026453756,37,0.001
17,17_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3812,2530,0.128257163321599365612968313144,20,0.05
18,18_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2794,1827,0.432626297578215579520133360347,8,0.25
19,19_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1872,4088,0.599095122313126893232038128190,50,0.01
20,20_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2288,2480,0.079098250722512600252578351956,4,0.1
21,21_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3242,4731,0.889180286630988137019926398352,41,0.005
22,22_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4567,914,0.678466925537213660923896441091,28,0.025
23,23_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1115,3166,0.352279884979128821154148454298,16,0.25
24,24_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,665,1336,0.552619014937430597100842533109,13,0.05
25,25_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4744,3919,0.479102416107431039460351485104,31,0.005
26,26_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3730,399,0.206409051317721609075661604038,44,0.001
27,27_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2153,2982,0.762844106564298241046628845652,1,0.1
28,28_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1345,1076,0.305315389165654760272872181304,46,0.1
29,29_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2892,3669,0.725431432504206941125346475019,11,0.025
30,30_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,3031,2310,0.410648088323371851515730668325,50,0.025
31,31_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,332,519,0.001000000000000000020816681712,50,0.05
32,32_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,1.000000000000000000000000000000,357,533,0.001000000000000000020816681712,50,0.01
33,33_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,1735,4629,0.504367503070486167260355614417,1,0.05
34,34_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,3712,524,0.001000000000000000020816681712,50,0.005
35,35_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,387,4906,0.405216946884738582479457136287,1,0.01
36,36_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,1.000000000000000000000000000000,3120,530,0.001000000000000000020816681712,50,0.001
37,37_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,1234,4647,0.458761514967712724644144373087,1,0.001
38,38_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,4970,4401,0.426149395773129324727079847435,1,0.025
39,39_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,3671,515,0.001000000000000000020816681712,50,0.05
40,40_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,434,4959,0.416822253360663474985869925149,50,0.001
41,41_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,691,2346,0.409608387628946857272893566915,49,0.1
42,42_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,4809,527,0.001000000000000000020816681712,50,0.025
43,43_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,3831,504,0.001000000000000000020816681712,50,0.01
44,44_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,134,4942,0.402919999505675030526674618159,1,0.1
45,45_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,693,3825,0.156651646235273139806665199103,1,0.001
46,46_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,3527,4988,0.405896803403646311281249836611,1,0.001
47,47_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,670,2398,0.428495562660972106883150445356,50,0.005
48,48_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,4919,2368,0.409235479302551441449509184167,50,0.01
49,49_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,3952,2345,0.409083442075431957807296612373,1,0.005
50,50_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,3636,531,0.001000000000000000020816681712,50,0.1
51,51_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,225,2374,0.418489747002363243755240773680,50,0.025
52,52_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,2162,502,0.001000000000000000020816681712,50,0.005
53,53_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,4728,2402,0.427437286076262634715305921418,50,0.005
54,54_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,3984,2371,0.417154050541576948418764914095,50,0.05
55,55_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,1930,5000,0.474042019622373134168924480036,50,0.05
56,56_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,1982,3994,0.376140485444798333691807101786,1,0.025
57,57_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,86,533,0.001000000000000000020816681712,50,0.005
58,58_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,4508,2388,0.411510504703580082264124939684,50,0.001
59,59_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,2347,5000,0.336117220805509708814184932635,1,0.025
60,60_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,620,2411,0.445456744443849861347928253963,5,0.25
61,61_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,4997,917,0.998999999999999999111821580300,1,0.025
62,62_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,685,0.826152900160659231509896471835,1,0.1
63,63_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,2855,2454,0.327783455075729757144387122025,1,0.25
64,64_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,695,0.998999999999999999111821580300,1,0.05
65,65_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,643,2365,0.524432330414942748930684501829,31,0.25
66,66_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,1810,2397,0.830442780958586812545263455831,50,0.25
67,67_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,4353,2435,0.001000000000000000020816681712,1,0.25
68,68_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,1777,3735,0.001000000000000000020816681712,50,0.05
69,69_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,845,0.998999999999999999111821580300,1,0.005
70,70_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,5000,779,0.998999999999999999111821580300,1,0.1
71,71_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,1690,2428,0.001000000000000000020816681712,1,0.25
72,72_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,3959,4617,0.727606753843260678493720661208,1,0.01
