trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
0,0_0,COMPLETED,SOBOL,0.719999999999999973354647408996,734.000000000000000000000000000000,4491,3256,894,10,3
1,1_0,COMPLETED,SOBOL,0.739999999999999991118215802999,22.000000000000000000000000000000,340,1566,484,146,9
2,2_0,COMPLETED,SOBOL,0.719999999999999973354647408996,105.000000000000000000000000000000,1596,4399,557,106,8
3,3_0,COMPLETED,SOBOL,0.739999999999999991118215802999,15.000000000000000000000000000000,3224,463,69,241,2
4,4_0,COMPLETED,SOBOL,0.739999999999999991118215802999,38.000000000000000000000000000000,3107,3761,262,218,1
5,5_0,COMPLETED,SOBOL,0.739999999999999991118215802999,20.000000000000000000000000000000,2104,1056,867,67,6
6,6_0,COMPLETED,SOBOL,0.739999999999999991118215802999,24.000000000000000000000000000000,848,2639,159,185,10
7,7_0,COMPLETED,SOBOL,0.709999999999999964472863211995,333.000000000000000000000000000000,4373,2219,717,34,5
8,8_0,COMPLETED,SOBOL,0.719999999999999973354647408996,126.000000000000000000000000000000,3975,4815,247,94,8
9,9_0,COMPLETED,SOBOL,0.739999999999999991118215802999,15.000000000000000000000000000000,1246,2,626,191,4
10,10_0,COMPLETED,SOBOL,0.719999999999999973354647408996,72.000000000000000000000000000000,2484,3459,337,61,3
11,11_0,COMPLETED,SOBOL,0.739999999999999991118215802999,33.000000000000000000000000000000,2727,1399,793,157,7
12,12_0,COMPLETED,SOBOL,0.729999999999999982236431605997,66.000000000000000000000000000000,3469,2826,599,135,6
13,13_0,COMPLETED,SOBOL,0.700000000000000066613381477509,406.000000000000000000000000000000,1351,1996,25,22,1
14,14_0,COMPLETED,SOBOL,0.729999999999999982236431605997,37.000000000000000000000000000000,113,4203,953,230,4
15,15_0,COMPLETED,SOBOL,0.719999999999999973354647408996,85.000000000000000000000000000000,4717,659,426,118,10
16,16_0,COMPLETED,SOBOL,0.739999999999999991118215802999,47.000000000000000000000000000000,4891,4351,673,175,2
17,17_0,COMPLETED,SOBOL,0.729999999999999982236431605997,37.000000000000000000000000000000,291,787,208,48,8
18,18_0,COMPLETED,SOBOL,0.739999999999999991118215802999,34.000000000000000000000000000000,1528,2995,755,204,9
19,19_0,COMPLETED,SOBOL,0.719999999999999973354647408996,171.000000000000000000000000000000,3644,2185,369,77,3
20,20_0,COMPLETED,SOBOL,0.729999999999999982236431605997,59.000000000000000000000000000000,2511,3611,56,101,5
