trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,feature_id,threshold,window_size
0,0_0,COMPLETED,GenerationStep_0,0.280000000000000026645352591004,2759.000000000000000000000000000000,4414,6,0.481318480014801042266014974302,717
1,1_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,15.000000000000000000000000000000,248,79,0.598115655580535476865122745949,3189
2,2_0,COMPLETED,GenerationStep_0,0.220000000000000001110223024625,6655.000000000000000000000000000000,1272,47,0.150793611858040105255795992889,1825
3,3_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,16.000000000000000000000000000000,3367,102,0.766849379906430872466671644361,4268
4,4_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,15.000000000000000000000000000000,2659,49,0.679109123792499325134031096241,4608
5,5_0,COMPLETED,GenerationStep_0,0.200000000000000011102230246252,6098.000000000000000000000000000000,1979,120,0.312606359126046284835354072129,2111
6,6_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,14.000000000000000000000000000000,801,24,0.939185827549546936587887557835,2855
7,7_0,FAILED,GenerationStep_0,,,3862,81,0.073972697468474513105007872582,427
8,8_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,15.000000000000000000000000000000,4318,38,0.896963287582621005000760305848,2384
9,9_0,COMPLETED,GenerationStep_0,0.179999999999999993338661852249,3019.000000000000000000000000000000,945,111,0.031399489000439644026396734944,4960
10,10_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,590.000000000000000000000000000000,2461,15,0.720417013844475095929453800636,75
11,11_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,14.000000000000000000000000000000,2827,70,0.354143087789416333155401162003,2581
12,12_0,COMPLETED,GenerationStep_0,0.200000000000000011102230246252,2966.000000000000000000000000000000,3534,17,0.200172515539452422483890359217,3541
13,13_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,13.000000000000000000000000000000,1753,88,0.815908904425799885729020388681,990
14,14_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,14.000000000000000000000000000000,393,56,0.431024917123839279575747696072,3995
15,15_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,14.000000000000000000000000000000,4870,113,0.548019651256501649783103857771,1474
16,16_0,FAILED,GenerationStep_0,,,4758,63,0.035875860966742036117782532756,3013
17,17_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,12.000000000000000000000000000000,603,118,0.916857868028804645632590109017,584
18,18_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,15.000000000000000000000000000000,1631,22,0.334979055412113646550409384872,4453
19,19_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,13.000000000000000000000000000000,3716,95,0.717159327430650583856674984418,1956
20,20_0,COMPLETED,GenerationStep_0,0.289999999999999980015985556747,11.000000000000000000000000000000,3017,8,0.867284121662378337802579153504,1670
21,21_0,COMPLETED,GenerationStep_0,0.110000000000000000555111512313,15.000000000000000000000000000000,2330,65,0.235535621708258979811745348343,4113
22,22_0,COMPLETED,GenerationStep_0,0.200000000000000011102230246252,515.000000000000000000000000000000,1145,33,0.513387911081314096684025116701,874
23,23_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,16.000000000000000000000000000000,4216,104,0.380867537772282938046686240341,3347
24,24_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,15.000000000000000000000000000000,4053,31,0.586078446822240972657880320185,3840
25,25_0,COMPLETED,GenerationStep_0,0.190000000000000002220446049250,625.000000000000000000000000000000,668,86,0.453390977066010225637882058436,1318
26,26_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,14.000000000000000000000000000000,2180,54,0.793559020804241344038132410788,3698
27,27_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,2097.000000000000000000000000000000,2556,127,0.162099439751356849681585003964,1148
28,28_0,COMPLETED,GenerationStep_0,0.200000000000000011102230246252,6284.000000000000000000000000000000,3255,40,0.253670305097475623501424024653,232
29,29_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,14.000000000000000000000000000000,1481,97,0.635713104415684959747068205616,2739
30,30_0,COMPLETED,GenerationStep_0,0.250000000000000000000000000000,502.000000000000000000000000000000,127,1,0.116150046164169906681706834206,2229
31,31_0,COMPLETED,GenerationStep_0,0.170000000000000012212453270877,14.000000000000000000000000000000,4595,72,0.997391348380595399447656745906,4804
32,32_0,COMPLETED,GenerationStep_1,0.170000000000000012212453270877,13.000000000000000000000000000000,3288,30,0.675483297265778381834877563961,1553
33,33_0,COMPLETED,GenerationStep_1,0.170000000000000012212453270877,13.000000000000000000000000000000,3520,3,0.998999999999999999111821580300,1373
34,34_0,COMPLETED,GenerationStep_1,0.300000000000000044408920985006,444.000000000000000000000000000000,3207,59,0.514133696863663947063116665959,1659
35,35_0,COMPLETED,GenerationStep_1,0.170000000000000012212453270877,16.000000000000000000000000000000,3257,0,0.735557351897595634859783331194,1564
36,36_0,COMPLETED,GenerationStep_1,0.170000000000000012212453270877,14.000000000000000000000000000000,3805,78,0.338118022196872591855765222135,5000
37,37_0,COMPLETED,GenerationStep_1,0.179999999999999993338661852249,300.000000000000000000000000000000,4283,48,0.617022935435575070606262215733,1280
38,38_0,COMPLETED,GenerationStep_1,0.170000000000000012212453270877,13.000000000000000000000000000000,3914,31,0.975060622005518351507191709970,1132
39,39_0,COMPLETED,GenerationStep_1,0.170000000000000012212453270877,13.000000000000000000000000000000,4071,27,0.792657607768478711385284896096,1310
40,40_0,COMPLETED,GenerationStep_1,0.170000000000000012212453270877,13.000000000000000000000000000000,2967,0,0.660056041744383370506454866700,1592
41,41_0,COMPLETED,GenerationStep_1,0.170000000000000012212453270877,15.000000000000000000000000000000,4913,57,0.381607615863658156118987108130,3424
42,42_0,COMPLETED,GenerationStep_1,0.170000000000000012212453270877,13.000000000000000000000000000000,1650,55,0.998999999999999999111821580300,1581
