trial_index,arm_name,trial_status,generation_method,result,n_samples,confidence,feature_proportion,n_clusters
0,0_0,COMPLETED,Sobol,0.303062011234717432195395758754,963,0.050000000000000002775557561563,0.090525108575820925627120061563,1
1,1_0,COMPLETED,Sobol,0.288688181517788300389781852573,410,0.250000000000000000000000000000,0.167912307754158995898308148753,1
2,2_0,COMPLETED,Sobol,0.288963542240334825272896068782,519,0.250000000000000000000000000000,0.104168479330837726593017578125,4
3,3_0,COMPLETED,Sobol,0.292047582332855992781617260334,619,0.250000000000000000000000000000,0.022104877047240734100341796875,4
4,4_0,COMPLETED,Sobol,0.298766383962991488587590538373,654,0.100000000000000005551115123126,0.195973979309201240539550781250,3
5,5_0,COMPLETED,Sobol,0.282795462055292379233151223161,112,0.025000000000000001387778780781,0.124943611398339274320967717813,4
6,6_0,COMPLETED,Sobol,0.279766494107280494496592382347,178,0.001000000000000000020816681712,0.058544055186212064223472140156,2
7,7_0,COMPLETED,Sobol,0.294415684546756262207622967253,992,0.010000000000000000208166817117,0.016774291545152666266238483672,3
8,8_0,COMPLETED,Sobol,0.282134596321180763922598089266,210,0.005000000000000000104083408559,0.161182905361056338922054465002,2
9,9_0,COMPLETED,Sobol,0.293589602379116687558280318626,880,0.025000000000000001387778780781,0.016868462413549424605552218281,4
10,10_0,COMPLETED,Sobol,0.299262033263575255581656620052,810,0.001000000000000000020816681712,0.194715055823326127493189119377,4
11,11_0,COMPLETED,Sobol,0.285438924991739173542271146289,296,0.250000000000000000000000000000,0.134585285000503068753019420001,1
12,12_0,COMPLETED,Sobol,0.295627271725961038306706996082,651,0.005000000000000000104083408559,0.027049892954528333838259968047,2
13,13_0,COMPLETED,Sobol,0.296288137460072653617260129977,860,0.250000000000000000000000000000,0.148602385446429258175626841876,2
14,14_0,COMPLETED,Sobol,0.294140323824209737324508751044,529,0.250000000000000000000000000000,0.112633097544312485438489090939,4
15,15_0,COMPLETED,Sobol,0.294030179535191060757881587051,998,0.005000000000000000104083408559,0.043478224985301495986167452656,3
16,16_0,COMPLETED,Sobol,0.290340345853067560710769612342,835,0.050000000000000002775557561563,0.098502206616103649139404296875,4
17,17_0,COMPLETED,Sobol,0.296783786760656420611326211656,325,0.001000000000000000020816681712,0.144428371451795101165771484375,1
18,18_0,COMPLETED,Sobol,0.292267870910893234892569125805,798,0.100000000000000005551115123126,0.066104659624397751893631891562,3
19,19_0,COMPLETED,Sobol,0.297334508205749581399857106589,653,0.250000000000000000000000000000,0.191614809818565851040617076251,3
20,20_0,COMPLETED,BoTorch,0.282575173477255248144501820207,130,0.005000000000000000104083408559,0.097383231306390108383830295224,3
21,21_0,COMPLETED,BoTorch,0.281473730587069037589742492855,127,0.010000000000000000208166817117,0.098496977213928568750667125187,2
22,22_0,COMPLETED,BoTorch,0.282354884899218006033549954736,200,0.025000000000000001387778780781,0.083681939960258869271036985538,3
23,23_0,COMPLETED,BoTorch,0.286265007159378748191613794916,100,0.001000000000000000020816681712,0.113182872816724233722140979808,3
24,24_0,COMPLETED,BoTorch,0.279325916951206121296991113923,114,0.025000000000000001387778780781,0.168159959532115599323276455834,3
25,25_0,COMPLETED,BoTorch,0.285438924991739173542271146289,100,0.005000000000000000104083408559,0.028910586306439074039120740167,3
26,26_0,COMPLETED,BoTorch,0.293314241656570051652863639902,215,0.001000000000000000020816681712,0.081342478114249897047649540127,3
27,27_0,COMPLETED,BoTorch,0.280537504130410786373772680236,100,0.010000000000000000208166817117,0.040441863507982622749636902881,2
28,28_0,COMPLETED,BoTorch,0.282685317766273813688826521684,120,0.050000000000000002775557561563,0.124401711174049953156917069919,2
29,29_0,COMPLETED,BoTorch,0.285053419980174083114832228603,100,0.001000000000000000020816681712,0.106279604584790132726368483418,2
30,30_0,COMPLETED,BoTorch,0.286265007159378748191613794916,235,0.010000000000000000208166817117,0.049882784523490091010966551721,2
31,31_0,COMPLETED,BoTorch,0.282024452032162087355970925273,104,0.005000000000000000104083408559,0.194003465969583455130731408644,3
32,32_0,COMPLETED,BoTorch,0.282740389910783096460988872423,100,0.001000000000000000020816681712,0.018468888734889537389660674194,2
33,33_0,COMPLETED,BoTorch,0.282905606344311055799778387154,140,0.001000000000000000020816681712,0.144121023614028093140504438452,3
34,34_0,FAILED,BoTorch,,199,0.001000000000000000020816681712,0.000000000000000000000000000000,3
35,35_0,COMPLETED,BoTorch,0.280757792708448028484724545706,189,0.005000000000000000104083408559,0.142858111407180632390634400508,3
36,36_0,COMPLETED,BoTorch,0.289238902962881350156010284991,250,0.005000000000000000104083408559,0.112690125891816705916426144540,3
37,37_0,COMPLETED,BoTorch,0.284888203546646123776042713871,166,0.050000000000000002775557561563,0.039532969656030508831534575620,3
38,38_0,COMPLETED,BoTorch,0.282299812754708723261387603998,136,0.100000000000000005551115123126,0.111431966640026580694922131443,3
39,39_0,COMPLETED,BoTorch,0.284392554246062356781976632192,100,0.010000000000000000208166817117,0.167280718658282007149651349209,2
40,40_0,COMPLETED,BoTorch,0.277453464037889618865051488683,180,0.025000000000000001387778780781,0.197395279598435141599210851382,3
41,41_0,COMPLETED,BoTorch,0.279711421962771211724430031609,100,0.025000000000000001387778780781,0.123391138167767241973216130191,3
42,42_0,COMPLETED,BoTorch,0.281253442009031795478790627385,100,0.050000000000000002775557561563,0.200000000000000011102230246252,3
43,43_0,COMPLETED,BoTorch,0.280647648419429462940399844229,164,0.025000000000000001387778780781,0.200000000000000011102230246252,2
44,44_0,COMPLETED,BoTorch,0.278389690494547870081021301303,100,0.025000000000000001387778780781,0.200000000000000011102230246252,4
45,45_0,COMPLETED,BoTorch,0.278885339795131637075087382982,100,0.005000000000000000104083408559,0.016772286104730034506093971913,1
46,46_0,COMPLETED,BoTorch,0.280041854829827019379706598556,100,0.050000000000000002775557561563,0.088872069637165179711857376788,3
47,47_0,COMPLETED,BoTorch,0.283511399933913388338169170311,206,0.050000000000000002775557561563,0.189321426289413508037284827878,3
48,48_0,COMPLETED,BoTorch,0.279270844806696727502526300668,100,0.025000000000000001387778780781,0.200000000000000011102230246252,2
49,49_0,COMPLETED,BoTorch,0.279160700517678161958201599191,100,0.025000000000000001387778780781,0.075672156407027513225216353021,1
50,50_0,COMPLETED,BoTorch,0.277783896904945426520328055631,100,0.050000000000000002775557561563,0.131572762476871607528750018901,3
51,51_0,COMPLETED,BoTorch,0.279656349818261928952267680870,100,0.100000000000000005551115123126,0.200000000000000011102230246252,4
52,52_0,COMPLETED,BoTorch,0.280317215552373655285123277281,100,0.250000000000000000000000000000,0.200000000000000011102230246252,1
53,53_0,COMPLETED,BoTorch,0.281198369864522512706628276646,155,0.005000000000000000104083408559,0.015263594869020234365275534572,1
54,54_0,COMPLETED,BoTorch,0.281473730587069037589742492855,157,0.025000000000000001387778780781,0.200000000000000011102230246252,4
55,55_0,COMPLETED,BoTorch,0.279380989095715404069153464661,161,0.025000000000000001387778780781,0.167245117074233701215391079131,3
56,56_0,COMPLETED,BoTorch,0.284282409957043680215349468199,160,0.010000000000000000208166817117,0.200000000000000011102230246252,3
57,57_0,COMPLETED,BoTorch,0.289293975107390632928172635729,203,0.100000000000000005551115123126,0.200000000000000011102230246252,4
58,58_0,FAILED,BoTorch,,131,0.025000000000000001387778780781,0.000000000000000000000000000000,1
59,59_0,FAILED,BoTorch,,147,0.001000000000000000020816681712,0.000000000000000000000000000000,1
60,60_0,COMPLETED,BoTorch,0.285053419980174083114832228603,150,0.005000000000000000104083408559,0.055951993657619131239400189770,1
61,61_0,COMPLETED,BoTorch,0.282795462055292379233151223161,174,0.010000000000000000208166817117,0.196432733221418964753013369773,3
62,62_0,COMPLETED,BoTorch,0.281749091309615562472856709064,186,0.025000000000000001387778780781,0.161379139920321101886457881847,3
63,63_0,COMPLETED,BoTorch,0.276847670448287286326660705527,158,0.010000000000000000208166817117,0.200000000000000011102230246252,4
64,64_0,COMPLETED,BoTorch,0.285714285714285698425385362498,154,0.025000000000000001387778780781,0.200000000000000011102230246252,3
65,65_0,COMPLETED,BoTorch,0.289899768696993076488865881402,254,0.100000000000000005551115123126,0.200000000000000011102230246252,3
66,66_0,FAILED,BoTorch,,143,0.010000000000000000208166817117,0.000000000000000000000000000000,1
67,67_0,COMPLETED,BoTorch,0.280096926974336413174171411811,100,0.100000000000000005551115123126,0.008081171800640817373673208124,1
68,68_0,COMPLETED,BoTorch,0.281363586298050472045417791378,100,0.250000000000000000000000000000,0.098285548983866308225820773714,1
69,69_0,FAILED,BoTorch,,100,0.025000000000000001387778780781,0.000000000000000000000000000000,1
70,70_0,COMPLETED,BoTorch,0.280151999118845695946333762549,100,0.250000000000000000000000000000,0.200000000000000011102230246252,2
71,71_0,COMPLETED,BoTorch,0.279711421962771211724430031609,100,0.250000000000000000000000000000,0.200000000000000011102230246252,3
72,72_0,COMPLETED,BoTorch,0.281638947020596996928532007587,144,0.050000000000000002775557561563,0.200000000000000011102230246252,1
73,73_0,COMPLETED,BoTorch,0.279931710540808453835381897079,100,0.050000000000000002775557561563,0.146667877415456449075037426155,1
74,74_0,COMPLETED,BoTorch,0.278279546205529193514394137310,100,0.250000000000000000000000000000,0.087106881242826963984704491395,2
75,75_0,COMPLETED,BoTorch,0.280151999118845695946333762549,100,0.250000000000000000000000000000,0.148886028762708788608648546870,2
76,76_0,COMPLETED,BoTorch,0.286485295737415990302565660386,172,0.250000000000000000000000000000,0.200000000000000011102230246252,1
77,77_0,COMPLETED,BoTorch,0.279325916951206121296991113923,100,0.050000000000000002775557561563,0.067082055787048136541450560344,1
78,78_0,COMPLETED,BoTorch,0.278720123361603677736297868250,137,0.100000000000000005551115123126,0.163905464382652882315838382965,1
79,79_0,FAILED,BoTorch,,100,0.050000000000000002775557561563,0.000000000000000000000000000000,1
80,80_0,FAILED,BoTorch,,100,0.250000000000000000000000000000,0.000000000000000000000000000000,1
81,81_0,COMPLETED,BoTorch,0.278279546205529193514394137310,100,0.250000000000000000000000000000,0.119808151095350090553637301127,2
82,82_0,COMPLETED,BoTorch,0.281363586298050472045417791378,100,0.250000000000000000000000000000,0.054810520901026262008404188464,1
83,69_0,FAILED,BoTorch,,100,0.025000000000000001387778780781,0.000000000000000000000000000000,1
84,84_0,COMPLETED,BoTorch,0.281583874876087714156369656848,157,0.050000000000000002775557561563,0.056729940933681249903841603555,1
85,85_0,FAILED,BoTorch,,100,0.250000000000000000000000000000,0.000000000000000000000000000000,3
86,86_0,FAILED,BoTorch,,151,0.250000000000000000000000000000,0.000000000000000000000000000000,1
87,87_0,COMPLETED,BoTorch,0.280151999118845695946333762549,100,0.250000000000000000000000000000,0.129240514166755054992208329168,4
88,88_0,COMPLETED,BoTorch,0.278665051217094394964135517512,100,0.100000000000000005551115123126,0.154183314505685897799480699177,2
89,89_0,FAILED,BoTorch,,208,0.250000000000000000000000000000,0.000000000000000000000000000000,1
90,90_0,COMPLETED,BoTorch,0.280096926974336413174171411811,172,0.100000000000000005551115123126,0.019043071984322468975792119750,1
91,91_0,COMPLETED,BoTorch,0.277343319748871053320726787206,100,0.050000000000000002775557561563,0.084601905107450525722612155732,2
