start_time,end_time,run_time,program_string,n_samples,confidence,feature_proportion,n_clusters,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727277352,1727277431,79,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 963 confidence 0.05 feature_proportion 0.09052510857582093 n_clusters 1,963,0.05,0.09052510857582093,1,0.30306201123471743,0,None,i7182,9,0.0018530156858425726
start_time,end_time,run_time,program_string,n_samples,confidence,feature_proportion,n_clusters,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727277371,1727277431,60,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 519 confidence 0.25 feature_proportion 0.10416847933083773 n_clusters 4,519,0.25,0.10416847933083773,4,0.2889635422403348,0,None,i7182,9,0.0013818101713244345
start_time,end_time,run_time,program_string,n_samples,confidence,feature_proportion,n_clusters,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727277371,1727277431,60,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 619 confidence 0.25 feature_proportion 0.022104877047240734 n_clusters 4,619,0.25,0.022104877047240734,4,0.292047582332856,0,None,i7182,9,0.0015184176986137562
start_time,end_time,run_time,program_string,n_samples,confidence,feature_proportion,n_clusters,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727277371,1727277431,60,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 654 confidence 0.1 feature_proportion 0.19597397930920124 n_clusters 3,654,0.1,0.19597397930920124,3,0.2987663839629915,0,None,i7182,9,0.00137680361273268
start_time,end_time,run_time,program_string,n_samples,confidence,feature_proportion,n_clusters,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727277370,1727277431,61,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 410 confidence 0.25 feature_proportion 0.167912307754159 n_clusters 1,410,0.25,0.167912307754159,1,0.2886881815177883,0,None,i7182,9,0.001092264199434592
start_time,end_time,run_time,program_string,n_samples,confidence,feature_proportion,n_clusters,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727277371,1727277431,60,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 178 confidence 0.001 feature_proportion 0.058544055186212064 n_clusters 2,178,0.001,0.058544055186212064,2,0.2797664941072805,0,None,i7182,9,0.0005512777293810448
1727277371,1727277432,61,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 112 confidence 0.025 feature_proportion 0.12494361139833927 n_clusters 4,112,0.025,0.12494361139833927,4,0.2827954620552924,0,None,i7182,11,0.0003391284688204707
