start_time,end_time,run_time,program_string,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744524639,1744524658,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3885 feature_id 3 batch_size 217 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.999 subsets 20,3885,3,217,str\(\'H\'\),1,str\(\'stdev\'\),0.999,20,0.69,11.0,0,,i7105,11.0,525.1015625,524.9794921875,-1.0,0.2954390742001361,4303359
1744524638,1744524658,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 3909 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.999 subsets 100,1,3,3909,str\(\'H\'\),3,str\(\'stdev\'\),0.999,100,0.69,9.0,0,,i7156,9.0,524.171875,523.96484375,-1.0,0.2419085339439321,4303329
1744524639,1744524658,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 4556 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.999 subsets 29,1,3,4556,str\(\'H\'\),3,str\(\'tstat\'\),0.999,29,0.69,8.0,0,,i7102,8.0,524.2421875,524.0442708333334,-1.0,0.0,4303365
1744524639,1744524658,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 3 batch_size 3852 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.999 subsets 1,5000,3,3852,str\(\'KL\'\),3,str\(\'tstat\'\),0.999,1,0.69,8.0,0,,i7114,8.0,524.6953125,524.48828125,-1.0,0.23838108793861,4303350
1744524639,1744524658,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 996 feature_id 3 batch_size 4907 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 44,996,3,4907,str\(\'KL\'\),1,str\(\'tstat\'\),0.999,44,0.69,12.0,0,,i7103,12.0,524.734375,524.587890625,-1.0,0.4836314128349526,4303363
1744524642,1744524661,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 3 batch_size 3376 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.001 subsets 24,5000,3,3376,str\(\'H\'\),2,str\(\'tstat\'\),0.001,24,0.69,8.0,0,,i7116,8.0,524.6953125,524.3645833333334,-1.0,0.0,4303348
1744524637,1744524663,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1039 feature_id 3 batch_size 123 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 21,1039,3,123,str\(\'H\'\),1,str\(\'tstat\'\),0.999,21,0.7,13.0,0,,i7091,13.0,524.81640625,524.673828125,-1.0,0.340615137075314,4303376
1744524638,1744524664,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4733 feature_id 3 batch_size 315 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 24,4733,3,315,str\(\'H\'\),1,str\(\'stdev\'\),0.001,24,0.69,12.0,0,,i7094,12.0,525.359375,525.2197265625,-1.0,0.4026239247478185,4303373
1744524639,1744524664,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 668 feature_id 3 batch_size 3351 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.999 subsets 1,668,3,3351,str\(\'H\'\),2,str\(\'stdev\'\),0.999,1,0.69,11.0,0,,i7144,11.0,524.80078125,524.607421875,-1.0,0.2910452379478928,4303332
1744524639,1744524664,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2517 feature_id 3 batch_size 136 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 21,2517,3,136,str\(\'H\'\),1,str\(\'stdev\'\),0.001,21,0.7,12.0,0,,i7098,12.0,524.3125,524.1904296875,-1.0,0.3055263320750046,4303369
1744524638,1744524669,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1514 feature_id 3 batch_size 1485 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.999 subsets 100,1514,3,1485,str\(\'H\'\),2,str\(\'stdev\'\),0.999,100,0.69,23.0,0,,i7097,23.0,525.80078125,525.63203125,-1.0,0.0600903521257503,4303370
1744531241,1744531254,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 3 batch_size 1 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.999 subsets 22,5000,3,1,str\(\'H\'\),1,str\(\'stdev\'\),0.999,22,,,1,,i7012,,,,,,4312551
1744531241,1744531254,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 3 batch_size 1 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.001 subsets 17,5000,3,1,str\(\'H\'\),1,str\(\'tstat\'\),0.001,17,,,1,,i7002,,,,,,4312571
1744531241,1744531260,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 3461 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.001 subsets 29,1,3,3461,str\(\'KL\'\),2,str\(\'tstat\'\),0.001,29,0.69,8.0,0,,i7005,8.0,524.41015625,524.0924479166666,-1.0,0.0,4312563
1744531242,1744531261,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2943 feature_id 3 batch_size 272 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.999 subsets 31,2943,3,272,str\(\'H\'\),3,str\(\'stdev\'\),0.999,31,0.69,10.0,0,,i7001,10.0,524.52734375,524.3294270833334,-1.0,0.1287827217030757,4312574
1744531242,1744531261,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 3 batch_size 2700 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.001 subsets 38,5000,3,2700,str\(\'KL\'\),2,str\(\'stdev\'\),0.001,38,0.7,9.0,0,,i7014,9.0,524.53125,524.2591145833334,-1.0,0.167089547620521,4312547
