start_time,end_time,run_time,program_string,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1747532838,1747534875,2037,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1370 batch_size 4765 detection_buf_size 237 overlap 0.39610944815166294 alpha 0.0562530802115798 gamma 5.597481042286382 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 6,1370,4765,237,0.3961094481516629,0.0562530802115798,5.597481042286382,str\(\'ks-test\'\),str\(\'bounded\'\),6,0.55,2013.0,0,,i7034,2013.0,651.66796875,639.7666015625,-1.0,0.0,5094540
1750614854,1750614886,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 995 batch_size 4584 detection_buf_size 1811 overlap 0.13867496939748525 alpha 0.3258341605104506 gamma 1.1147751465141773 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2,995,4584,1811,0.1386749693974852,0.3258341605104506,1.1147751465141773,str\(\'t-test\'\),str\(\'bounded\'\),2,0.55,5.0,0,,i7024,5.0,634.50390625,633.5638020833334,-1.0,0.0,5534140
1750619299,1750619428,129,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2327 batch_size 4089 detection_buf_size 398 overlap 0.9529314450025559 alpha 0.9462568138632923 gamma 4.581716472234578 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4,2327,4089,398,0.952931445002556,0.9462568138632924,4.581716472234578,str\(\'t-test\'\),str\(\'bounded\'\),4,0.55,88.0,0,,i7093,88.0,638.6328125,633.4364346590909,-1.0,0.0,5534220
1750620408,1750620810,402,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3758 batch_size 4294 detection_buf_size 2339 overlap 0.6213168231863528 alpha 0.7305177216529846 gamma 1.3968529815431685 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 5,3758,4294,2339,0.6213168231863528,0.7305177216529846,1.3968529815431685,str\(\'ks-test\'\),str\(\'bounded\'\),5,0.55,373.0,0,,i7063,373.0,640.5703125,636.9056640625,-1.0,0.0,5534252
1750621240,1750624769,3529,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 530 batch_size 4057 detection_buf_size 3675 overlap 0.6394432204402983 alpha 0.8075440383218229 gamma 7.6442894691498955 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 7,530,4057,3675,0.6394432204402983,0.8075440383218229,7.644289469149895,str\(\'ks-test\'\),str\(\'bounded\'\),7,0.55,3503.0,0,,i7050,3503.0,637.640625,516.6436989524148,-1.0,0.0,5534288
1750615207,1750629223,14016,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3368 batch_size 3852 detection_buf_size 4372 overlap 0.7844125495385379 alpha 0.5301306938361376 gamma 5.832323129895144 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 9,3368,3852,4372,0.7844125495385379,0.5301306938361376,5.832323129895144,str\(\'t-test\'\),str\(\'bounded\'\),9,0.55,13988.0,0,,i7037,13988.0,686.1953125,608.5079520089286,-1.0,0.0,5534183
1750637176,1750637236,60,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3346 batch_size 644 detection_buf_size 2981 overlap 0.6582847441639751 alpha 0.11581111581251025 gamma 7.306744535476901 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3,3346,644,2981,0.6582847441639751,0.1158111158125102,7.306744535476901,str\(\'ks-test\'\),str\(\'bounded\'\),3,0.55,46.0,0,,i7155,46.0,638.80078125,635.60546875,-1.0,0.0,5535080
1750636576,1750638082,1506,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4663 batch_size 528 detection_buf_size 4071 overlap 0.4995784685444087 alpha 0.7352743880618363 gamma 8.234953479264863 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 5,4663,528,4071,0.4995784685444087,0.7352743880618363,8.234953479264863,str\(\'ks-test\'\),str\(\'bounded\'\),5,0.55,1491.0,0,,i7109,1491.0,635.2890625,525.2362634519867,-1.0,0.0,5535066
1750654162,1750654219,57,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4647 batch_size 3161 detection_buf_size 1039 overlap 0.5909073127489537 alpha 0.9622017407789827 gamma 5.885349057117478 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3,4647,3161,1039,0.5909073127489537,0.9622017407789828,5.885349057117478,str\(\'ks-test\'\),str\(\'bounded\'\),3,0.55,21.0,0,,i7155,21.0,633.421875,632.6390625,-1.0,0.0,5535662
1750653585,1750654341,756,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3283 batch_size 3011 detection_buf_size 2458 overlap 0.25122848931513725 alpha 0.3426776167880744 gamma 9.976102585179731 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 5,3283,3011,2458,0.2512284893151372,0.3426776167880744,9.976102585179731,str\(\'ks-test\'\),str\(\'bounded\'\),5,0.55,722.0,0,,i7167,722.0,647.86328125,638.3540104166667,-1.0,0.0,5535654
