start_time,end_time,run_time,program_string,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1745669632,1745671669,2037,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1705 feature_id 20 batch_size 1962 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.5670546002388 subsets 41,1705,20,1962,str\(\'H\'\),3,str\(\'tstat\'\),0.5670546002388,41,0.02,2021.0,0,,i7180,2021.0,1072.3671875,1057.8457222732843,-1.0,0.0067770616153033,4764920
1745670012,1745672082,2070,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3019 feature_id 38 batch_size 4362 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.40547524407692254 subsets 85,3019,38,4362,str\(\'KL\'\),1,str\(\'stdev\'\),0.4054752440769225,85,0.04,2050.0,0,,i7181,2050.0,1069.60546875,1055.6812160326087,-1.0,0.0342151803416854,4765094
1745670593,1745672739,2146,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4735 feature_id 11 batch_size 410 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.9585142646580934 subsets 74,4735,11,410,str\(\'H\'\),2,str\(\'stdev\'\),0.9585142646580934,74,0.07,2130.0,0,,i7180,2130.0,1065.875,1052.420367005814,-1.0,0.0290322134947116,4765331
1745671352,1745673844,2492,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1245 feature_id 47 batch_size 3434 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.014384494386613367 subsets 2,1245,47,3434,str\(\'KL\'\),2,str\(\'tstat\'\),0.0143844943866133,2,0.23,2476.0,0,,i7179,2476.0,1068.0078125,1058.99503125,-1.0,0.1151634163022528,4765625
1745672313,1745674742,2429,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier CDBD recent_samples_size 32 feature_id 5 batch_size 4414 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.7755420702453703 subsets 57,32,5,4414,str\(\'KL\'\),2,str\(\'tstat\'\),0.7755420702453703,57,0.47,2413.0,0,,i7178,2413.0,1055.96875,1041.429783950617,-1.0,0.2668165772039267,4765948
1745673674,1745675820,2146,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3991 feature_id 43 batch_size 1773 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.18955035747401416 subsets 19,3991,43,1773,str\(\'H\'\),1,str\(\'stdev\'\),0.1895503574740141,19,0.45,2129.0,0,,i7176,2129.0,1073.77734375,1058.6105377906977,-1.0,0.2817143686141219,4766412
1745674432,1745676065,1633,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3217 feature_id 16 batch_size 2842 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.6325505761094391 subsets 31,3217,16,2842,str\(\'KL\'\),1,str\(\'stdev\'\),0.6325505761094391,31,0.23,1617.0,0,,i7175,1617.0,1058.2734375,1043.3124285442073,-1.0,0.0834421393684414,4766641
1745675452,1745677687,2235,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2059 feature_id 32 batch_size 826 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.3321803009919822 subsets 95,2059,32,826,str\(\'H\'\),3,str\(\'tstat\'\),0.3321803009919822,95,0.44,2221.0,0,,i7176,2221.0,1052.453125,1021.3663678850446,-1.0,0.1383770975385657,4766917
1745676472,1745678464,1992,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2389 feature_id 6 batch_size 2777 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.8276990989837796 subsets 54,2389,6,2777,str\(\'H\'\),1,str\(\'tstat\'\),0.8276990989837796,54,0.47,1976.0,0,,i7186,1976.0,1073.84375,1059.42904296875,-1.0,0.3802356427846055,4768179
1745677614,1745680266,2652,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3587 feature_id 52 batch_size 1037 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.1373941652495414 subsets 22,3587,52,1037,str\(\'KL\'\),3,str\(\'stdev\'\),0.1373941652495414,22,0.41,2634.0,0,,i7184,2634.0,1068.49609375,1059.0680363016918,-1.0,0.188182628339309,4768499
