start_time,end_time,run_time,program_string,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1747230508,1747230540,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 2160 batch_size 197 gamma 3.6528126264121386 alpha 0.03361943056015298 use_mmd2 False use_k2s_test False,2160,197,3.6528126264121386,0.0336194305601529,False,False,0.73,1.0,0,,i7172,1.0,523.2421875,523.1770833333334,-1.0,0.0121913484745343,5032320
1747230604,1747230617,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1023 batch_size 3926 gamma 7.931362558592111 alpha 0.024135836987756194 use_mmd2 False use_k2s_test False,1023,3926,7.931362558592111,0.0241358369877561,False,False,0.73,1.0,0,,i7179,1.0,524.37890625,524.3190104166666,-1.0,0.0,5032355
1747230998,1747231017,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 571 batch_size 1721 gamma 5.012705614988692 alpha 0.015719034417066725 use_mmd2 False use_k2s_test False,571,1721,5.012705614988692,0.0157190344170667,False,False,0.73,1.0,0,,i7170,1.0,523.32421875,523.28125,-1.0,0.0,5032477
1747231216,1747231254,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1405 batch_size 3026 gamma 0.868914901140146 alpha 0.031390151131898164 use_mmd2 False use_k2s_test False,1405,3026,0.868914901140146,0.0313901511318981,False,False,0.73,1.0,0,,i7176,1.0,524.6328125,524.58203125,-1.0,0.0,5032526
1747231770,1747231820,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1849 batch_size 1955 gamma 9.890908975834959 alpha 0.04130262671131641 use_mmd2 True use_k2s_test False,1849,1955,9.89090897583496,0.0413026267113164,True,False,0.73,31.0,0,,i7167,31.0,3064.32421875,1593.9791666666667,-1.0,0.0,5032686
1747232022,1747232060,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 87 batch_size 3261 gamma 4.190575214681216 alpha 0.0009721938571892679 use_mmd2 True use_k2s_test False,87,3261,4.190575214681216,0.0009721938571892,True,False,0.73,18.0,0,,i7166,18.0,2271.00390625,966.873046875,-1.0,0.0,5032758
1747231325,1747232166,841,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 4426 batch_size 679 gamma 8.910786486330442 alpha 0.005899288129992783 use_mmd2 True use_k2s_test True,4426,679,8.910786486330442,0.0058992881299927,True,True,0.74,829.0,0,,i7180,829.0,724.3828125,623.3508731617648,-1.0,0.5462590506838294,5032572
1747232271,1747232746,475,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 3147 batch_size 601 gamma 5.99253130304534 alpha 0.02647970963874832 use_mmd2 False use_k2s_test True,3147,601,5.99253130304534,0.0264797096387483,False,True,0.75,454.0,0,,i7166,454.0,680.31640625,574.8116048177084,-1.0,0.8182437031994554,5032827
1747232758,1747232822,64,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 882 batch_size 1058 gamma 1.2517781063131987 alpha 0.011129231171682477 use_mmd2 True use_k2s_test False,882,1058,1.2517781063131987,0.0111292311716824,True,False,0.73,44.0,0,,i7163,44.0,2984.66015625,1373.169084821429,-1.0,0.0654743486601893,5032948
1747230763,1747233014,2251,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 2836 batch_size 2201 gamma 2.23406387906149 alpha 0.04962676821835339 use_mmd2 True use_k2s_test True,2836,2201,2.23406387906149,0.0496267682183533,True,True,0.74,2234.0,0,,i7173,2234.0,974.32421875,864.9640486725664,-1.0,0.8297543164799802,5032402
