start_time,end_time,run_time,program_string,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID
1747738134,1747738146,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4305 batch_size 3521 detection_buf_size 3840 overlap 0.7369499115347862 alpha 0.3403647905252874 gamma 6.018403417835013 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3812,4305,3521,3840,0.7369499115347862,0.3403647905252874,6.018403417835013,str\(\'t-test\'\),str\(\'bounded\'\),3812,,,1,,i7152,5171589
1747738855,1747738861,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1836 batch_size 786 detection_buf_size 110 overlap 0.27422568508051337 alpha 0.8495427327360958 gamma 1.672700621546246 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1219,1836,786,110,0.2742256850805133,0.8495427327360958,1.672700621546246,str\(\'ks-test\'\),str\(\'full\'\),1219,,,1,,i7152,5171789
1747739097,1747739110,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 114 batch_size 4085 detection_buf_size 3493 overlap 0.870435357959941 alpha 0.6970105564240366 gamma 4.732430165233091 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 1876,114,4085,3493,0.870435357959941,0.6970105564240366,4.732430165233091,str\(\'t-test\'\),str\(\'full\'\),1876,,,1,,i7167,5171872
1747739308,1747739321,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2585 batch_size 1506 detection_buf_size 2264 overlap 0.14847620428726077 alpha 0.23559986133128405 gamma 7.88600701928977 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3072,2585,1506,2264,0.1484762042872607,0.235599861331284,7.88600701928977,str\(\'ks-test\'\),str\(\'bounded\'\),3072,,,1,,i7151,5171946
1747739699,1747739712,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3750 batch_size 4647 detection_buf_size 712 overlap 0.0810829711239785 alpha 0.09108311787433922 gamma 6.678127878322266 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 1355,3750,4647,712,0.0810829711239785,0.0910831178743392,6.678127878322266,str\(\'t-test\'\),str\(\'full\'\),1355,,,1,,i7171,5172075
1747740271,1747740278,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1219 batch_size 2225 detection_buf_size 4478 overlap 0.9302146078124642 alpha 0.6003714929372073 gamma 1.023963662751019 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3596,1219,2225,4478,0.9302146078124642,0.6003714929372073,1.023963662751019,str\(\'ks-test\'\),str\(\'bounded\'\),3596,,,1,,i7179,5172323
1747741628,1747741635,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2000 batch_size 2672 detection_buf_size 1606 overlap 0.46601882414892315 alpha 0.9468509460277855 gamma 2.8863029124205934 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4502,2000,2672,1606,0.4660188241489231,0.9468509460277856,2.886302912420593,str\(\'t-test\'\),str\(\'bounded\'\),4502,,,1,,i7185,5172788
1747742321,1747742333,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4527 batch_size 406 detection_buf_size 2872 overlap 0.5530147204194218 alpha 0.4853070351611823 gamma 9.73091596324742 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 533,4527,406,2872,0.5530147204194218,0.4853070351611823,9.73091596324742,str\(\'ks-test\'\),str\(\'full\'\),533,,,1,,i7184,5173020
1747743015,1747743028,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4766 batch_size 3797 detection_buf_size 1283 overlap 0.9692591495420784 alpha 0.8033078090585768 gamma 8.403075957262889 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 1606,4766,3797,1283,0.9692591495420784,0.8033078090585768,8.403075957262889,str\(\'t-test\'\),str\(\'full\'\),1606,,,1,,i7184,5173322
1747743405,1747743418,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2298 batch_size 1844 detection_buf_size 2512 overlap 0.01097649571299553 alpha 0.2638065396528691 gamma 4.057908655152657 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3427,2298,1844,2512,0.0109764957129955,0.2638065396528691,4.057908655152657,str\(\'ks-test\'\),str\(\'bounded\'\),3427,,,1,,i7183,5173460
