trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,feature_id,threshold,window_size
0,0_0,FAILED,SOBOL,,,,1901,1,0.259263156414031969987377124198,956
1,1_0,FAILED,SOBOL,,,,2576,2,0.562029999345540987043534641998,2510
2,2_0,FAILED,SOBOL,,,,3896,0,0.120941478092223400619964479574,2088
3,3_0,FAILED,SOBOL,,,,741,4,0.823845421485602802391667864867,4266
4,4_0,FAILED,SOBOL,,,,200,1,0.742314988471567627215108586824,4823
5,5_0,RUNNING,SOBOL,,,,4544,4,0.453188388261944075097176209965,1375
6,6_0,FAILED,SOBOL,,,,3360,2,0.885266070619225464710666528845,3379
7,7_0,FAILED,SOBOL,,,,1535,3,0.184307048153132202461534916438,556
8,8_0,RUNNING,SOBOL,,,,1583,0,0.967457517875358496972637567524,1844
9,9_0,FAILED,SOBOL,,,,3508,3,0.228062814066186558825677366258,4667
10,10_0,FAILED,SOBOL,,,,4829,1,0.667936955025419609732750814146,88
11,11_0,RUNNING,SOBOL,,,,423,2,0.401653237925842399036469032580,3535
12,12_0,RUNNING,SOBOL,,,,1143,2,0.047779921801760792676727618300,2979
13,13_0,RUNNING,SOBOL,,,,4237,3,0.773526748305186639953490157495,800
14,14_0,RUNNING,SOBOL,,,,3053,0,0.340234566682949657323575820556,3798
15,15_0,FAILED,SOBOL,,,,2478,4,0.604565718976780797078163232072,2244
16,16_0,FAILED,SOBOL,,,,2261,0,0.208264391826465722346028996981,3216
17,17_0,FAILED,SOBOL,,,,2835,4,0.971660279145464267358534016239,394
18,18_0,FAILED,SOBOL,,,,4170,2,0.413530579576268819685935795860,4975
19,19_0,FAILED,SOBOL,,,,1076,3,0.640463967276737045075662990712,1528
20,20_0,FAILED,SOBOL,,,,485,1,0.785527819661423598596172723774,1929
21,21_0,FAILED,SOBOL,,,,4890,3,0.020187011415138841202709940603,4106
22,22_0,FAILED,SOBOL,,,,3731,0,0.584891026442870498591730665794,1108
23,23_0,FAILED,SOBOL,,,,1806,3,0.344317405315116065178671078684,2660
24,24_0,FAILED,SOBOL,,,,1328,1,0.503856816284358521862429824978,3950
25,25_0,FAILED,SOBOL,,,,3153,3,0.301840702671557659098056092262,2398
26,26_0,FAILED,SOBOL,,,,4489,1,0.858748378068208695346186232200,2816
27,27_0,FAILED,SOBOL,,,,144,4,0.070442860540002580349572269824,639
28,28_0,FAILED,SOBOL,,,,792,0,0.487971422206610438987439692937,238
29,29_0,FAILED,SOBOL,,,,3948,4,0.691940100625157317182356564444,3685
30,30_0,FAILED,SOBOL,,,,2788,1,0.126013942454010235971750830686,1685
31,31_0,FAILED,SOBOL,,,,2112,2,0.927967337287962434899668551225,4506
32,32_0,FAILED,SOBOL,,,,2084,0,0.680488442327827236510984221241,2781
33,33_0,FAILED,SOBOL,,,,2661,4,0.389292221128940574281784847699,1229
34,34_0,FAILED,SOBOL,,,,3997,1,0.947215874303132254752313201607,4150
35,35_0,FAILED,SOBOL,,,,900,2,0.248083764813840396135091737051,1973
36,36_0,FAILED,SOBOL,,,,36,2,0.322063845343887822370021467577,1416
37,37_0,FAILED,SOBOL,,,,4439,3,0.623002814237028412769348051370,4863
38,38_0,FAILED,SOBOL,,,,3280,1,0.058016589149832722971389387112,361
39,39_0,FAILED,SOBOL,,,,1357,4,0.762993008833378505428868265881,3182
40,40_0,FAILED,SOBOL,,,,1776,1,0.108632810337468979633435139931,4394
41,41_0,FAILED,SOBOL,,,,3603,2,0.836451161364093476180414654664,1572
42,42_0,FAILED,SOBOL,,,,4938,0,0.279262227674946184041715468993,3651
43,43_0,FAILED,SOBOL,,,,592,3,0.541764563458040360188761042082,204
44,44_0,FAILED,SOBOL,,,,969,0,0.903681277098134172476306957833,761
45,45_0,FAILED,SOBOL,,,,4123,4,0.166112534498795871851228866944,2938
46,46_0,FAILED,SOBOL,,,,2963,2,0.731833598041906951969792771706,2441
47,47_0,FAILED,SOBOL,,,,2290,3,0.463479308186098948318942802871,3994
48,48_0,FAILED,SOBOL,,,,2351,2,0.848328019695356538854014161188,512
49,49_0,FAILED,SOBOL,,,,3023,3,0.081160291036590934132810559731,3335
50,50_0,FAILED,SOBOL,,,,4344,0,0.521967576304450675550583582663,1253
51,51_0,FAILED,SOBOL,,,,1191,4,0.283463568730279780183423099515,4701
52,52_0,FAILED,SOBOL,,,,375,0,0.146439277051016697450691594895,4301
53,53_0,COMPLETED,SOBOL,0.050000000000000002775557561563,9580.000000000000000000000000000000,0.070000000000000006661338147751,4722,3,0.907762695515528350576062166510,2122
54,54_0,FAILED,SOBOL,,,,3538,1,0.475479896223172548985758112394,2622
55,55_0,FAILED,SOBOL,,,,1710,3,0.704241156103089460671640154033,1069
56,56_0,FAILED,SOBOL,,,,1409,0,0.424193757496774181969811934323,2279
57,57_0,FAILED,SOBOL,,,,3331,4,0.629991259861737540326487305720,3832
58,58_0,FAILED,SOBOL,,,,4652,1,0.189911050200462339088147700750,913
59,59_0,COMPLETED,SOBOL,0.040000000000000000832667268469,1329.000000000000000000000000000000,0.000000000000000000000000000000,249,3,0.989792927946895328972232164233,3091
60,60_0,FAILED,SOBOL,,,,692,1,0.564710176985710909924875977595,3491
61,61_0,FAILED,SOBOL,,,,3789,2,0.364764628693461434583156233202,43
62,62_0,FAILED,SOBOL,,,,2605,0,0.797774622563272695074942930660,4545
63,63_0,FAILED,SOBOL,,,,2027,4,0.007643136389553546565511776834,1722
64,64_0,FAILED,SOBOL,,,,1961,1,0.771518516285344957417180467019,3885
65,65_0,FAILED,SOBOL,,,,2636,4,0.033950758913531900451410194819,2314
66,66_0,FAILED,SOBOL,,,,3796,2,0.598902694365009646837449963641,3066
67,67_0,FAILED,SOBOL,,,,641,3,0.330547486202791340748063930732,869
68,68_0,FAILED,SOBOL,,,,296,1,0.225932778181508170378677391454,20
69,69_0,FAILED,SOBOL,,,,4640,2,0.953750143980607423266349087498,3447
70,70_0,FAILED,SOBOL,,,,3305,0,0.395868424320593492726771955859,1776
71,71_0,FAILED,SOBOL,,,,1480,4,0.658371678410097915801202361763,4578
72,72_0,FAILED,SOBOL,,,,1645,2,0.439363039877265715293930270491,3290
73,73_0,FAILED,SOBOL,,,,3569,3,0.740302927076816552620641687099,488
74,74_0,FAILED,SOBOL,,,,4729,0,0.174623797047883277944180235863,4735
75,75_0,FAILED,SOBOL,,,,324,4,0.879599231503903844497926911572,1307
76,76_0,FAILED,SOBOL,,,,1237,0,0.548326454825699305395403371222,2157
77,77_0,FAILED,SOBOL,,,,4332,3,0.257129315320402396238819164864,4354
78,78_0,FAILED,SOBOL,,,,2997,1,0.814283959373831800476750686357,1026
79,79_0,FAILED,SOBOL,,,,2421,2,0.115152835112065074496534577975,2597
80,80_0,FAILED,SOBOL,,,,2317,1,0.697603095494210734273110574577,1616
81,81_0,FAILED,SOBOL,,,,2892,2,0.497658532429486488712910841059,4419
