trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
0,0_0,ABANDONED,SOBOL,,,,2705,702,205,7,57
1,1_0,ABANDONED,SOBOL,,,,688,4466,570,145,210
2,2_0,ABANDONED,SOBOL,,,,1617,2282,484,99,164
3,3_0,COMPLETED,SOBOL,0.650000000000000022204460492503,125.000000000000000000000000000000,0.959999999999999964472863211995,4914,3509,868,238,75
4,4_0,COMPLETED,SOBOL,0.569999999999999951150186916493,53.000000000000000000000000000000,0.810000000000000053290705182008,3937,1448,735,207,119
5,5_0,ABANDONED,SOBOL,,,,337,570,952,175,223
6,6_0,COMPLETED,SOBOL,0.670000000000000039968028886506,222.000000000000000000000000000000,0.910000000000000031086244689504,3602,4266,337,37,9
7,7_0,ABANDONED,SOBOL,,,,3337,1877,900,93,200
8,8_0,COMPLETED,SOBOL,0.609999999999999986677323704498,75.000000000000000000000000000000,0.179999999999999993338661852249,69,3269,266,199,39
9,9_0,ABANDONED,SOBOL,,,,2235,1078,664,60,85
10,10_0,COMPLETED,SOBOL,0.540000000000000035527136788005,25.000000000000000000000000000000,0.849999999999999977795539507497,4554,194,432,137,134
11,11_0,ABANDONED,SOBOL,,,,1259,4037,797,30,99
12,12_0,COMPLETED,SOBOL,0.640000000000000013322676295502,64.000000000000000000000000000000,0.859999999999999986677323704498,970,1853,134,230,22
13,13_0,ABANDONED,SOBOL,,,,2985,3000,518,122,244
14,14_0,COMPLETED,SOBOL,0.630000000000000004440892098501,50.000000000000000000000000000000,0.750000000000000000000000000000,2906,1683,297,182,67
15,15_0,ABANDONED,SOBOL,,,,1203,2841,931,48,172
16,16_0,COMPLETED,SOBOL,0.650000000000000022204460492503,138.000000000000000000000000000000,0.989999999999999991118215802999,4476,3874,633,77,50
17,17_0,COMPLETED,SOBOL,0.709999999999999964472863211995,256.000000000000000000000000000000,0.959999999999999964472863211995,4204,1247,765,110,1
18,18_0,COMPLETED,SOBOL,0.530000000000000026645352591004,75.000000000000000000000000000000,0.409999999999999975575093458247,2469,4856,400,244,231
19,19_0,ABANDONED,SOBOL,,,,304,2050,548,15,155
20,20_0,COMPLETED,SOBOL,0.630000000000000004440892098501,105.000000000000000000000000000000,0.930000000000000048849813083507,3260,3431,164,150,111
21,21_0,COMPLETED,SOBOL,0.569999999999999951150186916493,33.000000000000000000000000000000,0.819999999999999951150186916493,3524,427,602,221,175
22,22_0,COMPLETED,SOBOL,0.619999999999999995559107901499,86.000000000000000000000000000000,0.489999999999999991118215802999,571,4113,237,118,93
23,23_0,COMPLETED,SOBOL,0.630000000000000004440892098501,30.000000000000000000000000000000,0.930000000000000048849813083507,2126,1307,838,127,47
24,24_0,ABANDONED,SOBOL,,,,3858,2611,454,23,192
25,25_0,COMPLETED,SOBOL,0.650000000000000022204460492503,139.000000000000000000000000000000,0.819999999999999951150186916493,1852,3661,705,158,30
26,26_0,ABANDONED,SOBOL,,,,921,842,370,85,106
27,27_0,COMPLETED,SOBOL,0.609999999999999986677323704498,79.000000000000000000000000000000,0.770000000000000017763568394003,2627,4617,985,189,126
28,28_0,COMPLETED,SOBOL,0.689999999999999946709294817992,65.000000000000000000000000000000,1.000000000000000000000000000000,2551,2259,683,154,15
29,29_0,COMPLETED,SOBOL,0.569999999999999951150186916493,33.000000000000000000000000000000,0.569999999999999951150186916493,1762,716,880,248,144
30,30_0,ABANDONED,SOBOL,,,,4756,4450,269,105,125
31,31_0,ABANDONED,SOBOL,,,,3777,515,153,75,76
32,32_0,COMPLETED,SOBOL,0.520000000000000017763568394003,84.000000000000000000000000000000,0.609999999999999986677323704498,2036,4319,513,217,158
33,33_0,ABANDONED,SOBOL,,,,505,1513,412,42,204
34,34_0,COMPLETED,SOBOL,0.670000000000000039968028886506,120.000000000000000000000000000000,0.939999999999999946709294817992,3449,2699,800,185,60
35,35_0,ABANDONED,SOBOL,,,,3169,945,489,193,250
36,36_0,COMPLETED,SOBOL,0.680000000000000048849813083507,105.000000000000000000000000000000,0.550000000000000044408920985006,223,4826,850,83,19
37,37_0,COMPLETED,SOBOL,0.589999999999999968913755310496,47.000000000000000000000000000000,0.930000000000000048849813083507,2394,2020,202,162,97
38,38_0,ABANDONED,SOBOL,,,,4138,3129,591,50,139
39,39_0,ABANDONED,SOBOL,,,,4410,1752,957,21,185
40,40_0,COMPLETED,SOBOL,0.630000000000000004440892098501,111.000000000000000000000000000000,0.810000000000000053290705182008,1419,3104,319,131,79
41,41_0,COMPLETED,SOBOL,0.670000000000000039968028886506,68.000000000000000000000000000000,0.920000000000000039968028886506,1123,285,732,112,34
42,42_0,ABANDONED,SOBOL,,,,3051,126,817,34,117
43,43_0,COMPLETED,SOBOL,0.589999999999999968913755310496,97.000000000000000000000000000000,0.530000000000000026645352591004,1045,3773,457,180,152
44,44_0,ABANDONED,SOBOL,,,,1340,1589,620,64,230
45,45_0,COMPLETED,SOBOL,0.689999999999999946709294817992,175.000000000000000000000000000000,0.979999999999999982236431605997,4645,2933,232,211,7
46,46_0,COMPLETED,SOBOL,0.619999999999999995559107901499,85.000000000000000000000000000000,0.890000000000000013322676295502,4373,2180,349,242,52
47,47_0,ABANDONED,SOBOL,,,,2316,3298,988,97,212
48,48_0,ABANDONED,SOBOL,,,,3403,4999,701,2,68
49,49_0,COMPLETED,SOBOL,0.599999999999999977795539507497,52.000000000000000000000000000000,0.460000000000000019984014443253,427,2556,653,234,105
50,50_0,ABANDONED,SOBOL,,,,1958,365,302,25,27
51,51_0,ABANDONED,SOBOL,,,,4013,4178,912,140,243
52,52_0,ABANDONED,SOBOL,,,,4990,868,545,172,193
53,53_0,COMPLETED,SOBOL,0.660000000000000031086244689504,129.000000000000000000000000000000,0.750000000000000000000000000000,1683,4594,184,58,41
54,54_0,COMPLETED,SOBOL,0.630000000000000004440892098501,63.000000000000000000000000000000,0.630000000000000004440892098501,778,2410,770,203,87
55,55_0,ABANDONED,SOBOL,,,,2786,3674,381,87,177
56,56_0,COMPLETED,SOBOL,0.550000000000000044408920985006,31.000000000000000000000000000000,0.440000000000000002220446049250,2774,1526,788,233,219
57,57_0,COMPLETED,SOBOL,0.680000000000000048849813083507,81.000000000000000000000000000000,0.800000000000000044408920985006,717,2683,423,121,13
58,58_0,COMPLETED,SOBOL,0.599999999999999977795539507497,45.000000000000000000000000000000,0.699999999999999955591079014994,1666,491,525,138,123
59,59_0,ABANDONED,SOBOL,,,,4025,780,258,59,160
60,60_0,COMPLETED,SOBOL,0.569999999999999951150186916493,83.000000000000000000000000000000,0.770000000000000017763568394003,2019,4388,892,171,78
61,61_0,ABANDONED,SOBOL,,,,3748,3587,672,200,206
62,62_0,COMPLETED,SOBOL,0.689999999999999946709294817992,82.000000000000000000000000000000,0.989999999999999991118215802999,3386,272,111,178,18
63,63_0,ABANDONED,SOBOL,,,,79,3959,744,36,248
64,64_0,COMPLETED,SOBOL,0.579999999999999960031971113494,30.000000000000000000000000000000,0.760000000000000008881784197001,2304,1775,331,208,138
65,65_0,ABANDONED,SOBOL,,,,4311,3078,946,66,94
66,66_0,COMPLETED,SOBOL,0.609999999999999986677323704498,59.000000000000000000000000000000,0.829999999999999960031971113494,4661,1955,579,98,81
67,67_0,COMPLETED,SOBOL,0.569999999999999951150186916493,84.000000000000000000000000000000,0.560000000000000053290705182008,1406,3191,213,241,186
68,68_0,ABANDONED,SOBOL,,,,1057,1000,861,4,203
69,69_0,COMPLETED,SOBOL,0.670000000000000039968028886506,122.000000000000000000000000000000,0.849999999999999977795539507497,3112,4774,477,146,35
70,70_0,ABANDONED,SOBOL,,,,2877,1169,712,80,151
71,71_0,COMPLETED,SOBOL,0.709999999999999964472863211995,232.000000000000000000000000000000,0.939999999999999946709294817992,1484,2128,976,49,5
72,72_0,ABANDONED,SOBOL,,,,4428,3353,361,163,227
73,73_0,ABANDONED,SOBOL,,,,4077,1605,244,134,214
74,74_0,ABANDONED,SOBOL,,,,2381,2919,609,18,53
75,75_0,COMPLETED,SOBOL,0.589999999999999968913755310496,12.000000000000000000000000000000,0.200000000000000011102230246252,158,101,445,225,71
76,76_0,ABANDONED,SOBOL,,,,3152,3796,829,111,168
77,77_0,ABANDONED,SOBOL,,,,3514,2348,393,10,102
78,78_0,COMPLETED,SOBOL,0.560000000000000053290705182008,83.000000000000000000000000000000,0.409999999999999975575093458247,523,3739,758,157,130
79,79_0,COMPLETED,SOBOL,0.650000000000000022204460492503,129.000000000000000000000000000000,0.869999999999999995559107901499,3790,4539,557,249,25
80,80_0,COMPLETED,SOBOL,0.660000000000000031086244689504,80.000000000000000000000000000000,0.989999999999999991118215802999,4690,349,924,219,43
81,81_0,ABANDONED,SOBOL,,,,1744,4191,290,73,196
82,82_0,COMPLETED,SOBOL,0.569999999999999951150186916493,39.000000000000000000000000000000,0.330000000000000015543122344752,794,1385,641,187,178
83,83_0,ABANDONED,SOBOL,,,,2600,593,326,115,208
84,84_0,COMPLETED,SOBOL,0.609999999999999986677323704498,103.000000000000000000000000000000,0.680000000000000048849813083507,865,4241,964,223,56
85,85_0,ABANDONED,SOBOL,,,,1830,1434,114,22,72
86,86_0,ABANDONED,SOBOL,,,,4786,2777,724,128,162
87,87_0,COMPLETED,SOBOL,0.520000000000000017763568394003,56.000000000000000000000000000000,0.770000000000000017763568394003,3885,2337,856,161,148
88,88_0,ABANDONED,SOBOL,,,,2182,3456,496,53,121
89,89_0,COMPLETED,SOBOL,0.630000000000000004440892098501,54.000000000000000000000000000000,0.920000000000000039968028886506,593,638,581,190,10
