trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
0,0_0,FAILED,SOBOL,,,,1301,3282,3150,0.804647876501083381128864857601,0.7
1,1_0,FAILED,SOBOL,,,,4722,2034,904,0.029252883633598687762589207750,0.3
2,2_0,FAILED,SOBOL,,,,3582,3862,3932,0.644212619520723839272591249028,0.8
3,3_0,FAILED,SOBOL,,,,88,108,1373,0.429404454857110984278278920101,0.000000001
4,4_0,FAILED,SOBOL,,,,824,4524,122,0.263048241628333900887781737765,0.0000001
5,5_0,FAILED,SOBOL,,,,2989,777,2680,0.539504115050658539232131261087,0.000000000001
6,6_0,FAILED,SOBOL,,,,4373,2700,2153,0.164298766873776924679617650327,0.9
7,7_0,FAILED,SOBOL,,,,2125,1448,4399,0.878046011015772842611681880953,0.5
8,8_0,FAILED,SOBOL,,,,2272,4145,2284,0.571119082966819457958251859964,0.4
9,9_0,FAILED,SOBOL,,,,3896,393,4920,0.356307007135823361476667514580,0.7
10,10_0,FAILED,SOBOL,,,,2531,3625,564,0.971304783958941708732481856714,0.00000000001
11,11_0,FAILED,SOBOL,,,,991,2378,2889,0.195913727354258299095945972113,0.000000000001
12,12_0,FAILED,SOBOL,,,,565,3041,4133,0.122389830404892568926911167182,0.8
13,13_0,FAILED,SOBOL,,,,3434,1788,1809,0.836140985714271645079520567378,0.2
14,14_0,FAILED,SOBOL,,,,4555,4806,3664,0.460897596601396786208937328411,0.0001
15,15_0,FAILED,SOBOL,,,,1759,1058,1027,0.737349558856338238577166066534,0.00000001
16,16_0,FAILED,SOBOL,,,,1708,4933,4693,0.139776042019948365524584232844,0.3
17,17_0,FAILED,SOBOL,,,,4459,1185,2486,0.915232056720182263198637429014,0.0000001
18,18_0,FAILED,SOBOL,,,,3177,2836,2974,0.286597360923886324002296532854,0.00001
19,19_0,FAILED,SOBOL,,,,343,1583,455,0.501344478659331849179636719782,0.1
20,20_0,FAILED,SOBOL,,,,1248,3498,1703,0.681344347586855247911330479837,0.0001
21,21_0,FAILED,SOBOL,,,,2754,2251,4223,0.404949253408238285523168542568,0.2
22,22_0,FAILED,SOBOL,,,,3948,4350,1235,0.766540495276451072648171702895,0.00000001
23,23_0,FAILED,SOBOL,,,,2368,599,3442,0.052732471890747548148858925288,0.5
24,24_0,FAILED,SOBOL,,,,1908,2514,740,0.498086430685594661049719888979,0.000000000001
25,25_0,FAILED,SOBOL,,,,4113,1262,3338,0.712837251389399129131163590500,0.0001
26,26_0,FAILED,SOBOL,,,,2900,4631,1522,0.084225368257611996081202221376,0.4
27,27_0,FAILED,SOBOL,,,,768,884,3807,0.859677679989486964728939710767,0.6
28,28_0,FAILED,SOBOL,,,,178,4047,2551,0.946846779258921689148564837524,0.00000000001
29,29_0,FAILED,SOBOL,,,,3637,294,265,0.233035052904859180111785121881,0.8
30,30_0,FAILED,SOBOL,,,,4939,3175,4582,0.594603482108563174968196562986,0.000001
31,31_0,FAILED,SOBOL,,,,1562,1927,1985,0.318212090898305155484138140309,0.2
32,32_0,FAILED,SOBOL,,,,1422,3793,475,0.045637140233069660444353843332,0.2
33,33_0,FAILED,SOBOL,,,,4921,40,2956,0.758896826874464802692443754495,0.7
34,34_0,FAILED,SOBOL,,,,3693,3429,2195,0.381711835006251942736810178758,0.000001
35,35_0,FAILED,SOBOL,,,,277,2181,4987,0.658655265929177446970754772337,0.1
36,36_0,FAILED,SOBOL,,,,635,2768,3734,0.525070990029722461933658905764,0.0000001
37,37_0,FAILED,SOBOL,,,,2878,1516,941,0.310750382866710417317790415836,0.0000000001
38,38_0,FAILED,SOBOL,,,,4174,4377,4202,0.923791328663006394705803359102,0.8
39,39_0,FAILED,SOBOL,,,,2004,630,1722,0.147908803390339016470278465931,0.00000001
40,40_0,FAILED,SOBOL,,,,2462,3713,4023,0.341754074729979040458971439875,0.000000001
41,41_0,FAILED,SOBOL,,,,4007,2466,1308,0.618693564742803570055684758699,0.9
42,42_0,FAILED,SOBOL,,,,2730,4136,3242,0.241531385539099585635369749070,0.2
43,43_0,FAILED,SOBOL,,,,1112,384,840,0.954795013090595556803918952937,0.00001
44,44_0,FAILED,SOBOL,,,,445,4718,2081,0.852641235195100266608392303169,0.00000000001
45,45_0,FAILED,SOBOL,,,,3235,970,4483,0.076762650832533835254523069125,0.4
46,46_0,FAILED,SOBOL,,,,4444,3050,50,0.689780783964320964862793061911,0.000000001
47,47_0,FAILED,SOBOL,,,,1570,1798,2764,0.475456235891208056631995759744,0.1
48,48_0,FAILED,SOBOL,,,,1821,2943,1433,0.900798091467469919102484254836,0.3
49,49_0,FAILED,SOBOL,,,,4651,1690,3874,0.187477119956165561021066423564,0.0000001
50,50_0,FAILED,SOBOL,,,,3300,4904,651,0.547088718133047269276403312688,0.000001
51,51_0,FAILED,SOBOL,,,,544,1156,3406,0.270206572080031015570256158753,0.1
52,52_0,FAILED,SOBOL,,,,1046,4243,4652,0.421334335368126644549846560039,0.0000000001
53,53_0,FAILED,SOBOL,,,,2631,491,1898,0.635594401229172989431503992819,0.01
54,54_0,FAILED,SOBOL,,,,3756,3527,2621,0.005040915342047810193681911528,0.5
55,55_0,FAILED,SOBOL,,,,2255,2280,179,0.780983981916680947144016045058,0.7
56,56_0,FAILED,SOBOL,,,,2109,4582,3066,0.729338564172387071593561813643,0.9
57,57_0,FAILED,SOBOL,,,,4236,835,390,0.452460091345012194175012609776,0.8
58,58_0,FAILED,SOBOL,,,,3091,2641,4785,0.812109730457887035726116664591,0.000000001
59,59_0,FAILED,SOBOL,,,,882,1389,2421,0.098785085720941426257191153582,0.3
60,60_0,FAILED,SOBOL,,,,64,3224,1163,0.218481042325496671585582930675,0.5
61,61_0,FAILED,SOBOL,,,,3445,1976,3526,0.994420435674488567556750240328,0.0001
62,62_0,FAILED,SOBOL,,,,4815,3920,1631,0.363828908851370202981456714042,0.00000001
63,63_0,FAILED,SOBOL,,,,1361,167,4308,0.578092647938057813128409634373,0.000000000001
64,64_0,FAILED,SOBOL,,,,1393,4433,1845,0.440155690740793970050503958191,0.5
65,65_0,FAILED,SOBOL,,,,4774,681,4091,0.725074579376727368362764991616,0.0000000001
66,66_0,FAILED,SOBOL,,,,3487,2800,1064,0.104267216982319957385705322395,0.8
67,67_0,FAILED,SOBOL,,,,32,1553,3622,0.825145210782066040877680279664,0.000001
68,68_0,FAILED,SOBOL,,,,938,3387,4866,0.990156473185867080921696015139,0.00000001
69,69_0,FAILED,SOBOL,,,,3064,2135,2307,0.206176678899675613898523351963,0.000000001
70,70_0,FAILED,SOBOL,,,,4263,3766,2835,0.591128091083839568575797329686,0.00000000001
71,71_0,FAILED,SOBOL,,,,2053,18,589,0.369311017805710462003077054760,0.0001
72,72_0,FAILED,SOBOL,,,,2218,3102,2731,0.175416397720575323315728155649,0.3
73,73_0,FAILED,SOBOL,,,,3802,1854,94,0.896290480352938123687067673018,0.000000001
74,74_0,FAILED,SOBOL,,,,2584,4755,4449,0.275445017537102099236534513693,0.5
75,75_0,FAILED,SOBOL,,,,1083,1002,2126,0.560367817340418739036067563575,0.6
76,76_0,FAILED,SOBOL,,,,493,4089,874,0.631086752936244055334213953756,0.000001
77,77_0,FAILED,SOBOL,,,,3322,342,3199,0.409273590825498079226463232771,0.000000000001
78,78_0,FAILED,SOBOL,,,,4629,3691,1343,0.794263103431090744521725355298,0.1
79,79_0,FAILED,SOBOL,,,,1872,2439,3980,0.010279397977516056827962387388,0.0000001
80,80_0,FAILED,SOBOL,,,,1617,3564,302,0.613455089543014753239447145461,0.0000000001
81,81_0,FAILED,SOBOL,,,,4407,2312,2509,0.328474945779889837549347930690,0.0000001
82,82_0,FAILED,SOBOL,,,,3272,4294,2020,0.966855765068903583170367710409,0.1
83,83_0,FAILED,SOBOL,,,,398,547,4540,0.246039026396349086445169973558,0.8
84,84_0,FAILED,SOBOL,,,,1134,4882,3284,0.063483559060841798782348632812,0.7
85,85_0,FAILED,SOBOL,,,,2679,1129,764,0.847402782302349777410199749283,0.9
86,86_0,FAILED,SOBOL,,,,4058,2897,3753,0.479963854441419257579326540508,0.001
87,87_0,FAILED,SOBOL,,,,2439,1649,1545,0.701841498764231852547368362139,0.000000001
88,88_0,FAILED,SOBOL,,,,1962,3952,4274,0.753414725355804004713888843980,0.01
89,89_0,FAILED,SOBOL,,,,4206,204,1676,0.032601689651608464770582429537,0.3
90,90_0,FAILED,SOBOL,,,,2847,3280,3493,0.670959636790677937945304165623,0.2
91,91_0,FAILED,SOBOL,,,,676,2027,1207,0.385975790059193968328798973744,0.00000000001
92,92_0,FAILED,SOBOL,,,,250,2614,2456,0.297714909978210928720443462225,0.000001
