trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
0,0_0,FAILED,SOBOL,,,,2166,203,4362,0.519485882043838498312027240900,0.5
1,1_0,FAILED,SOBOL,,,,2917,4359,2495,0.278354660244658602685774440033,0.00001
2,2_0,FAILED,SOBOL,,,,4041,1491,2642,0.811271313916891778639239873883,0.000001
3,3_0,FAILED,SOBOL,,,,1042,2990,778,0.047825622417032719047025324244,0.000000001
4,4_0,FAILED,SOBOL,,,,66,1969,1803,0.191642832024022935488716257169,0.4
5,5_0,FAILED,SOBOL,,,,4862,3468,4935,0.949259932355955293736826661188,0.00000000001
6,6_0,COMPLETED,SOBOL,0.719999999999999973354647408996,8578.000000000000000000000000000000,0.989999999999999991118215802999,3190,683,82,0.483443799819797292993683868190,0.01
7,7_0,FAILED,SOBOL,,,,1736,4838,3219,0.718715933941304729870580558782,0.000000000001
8,8_0,FAILED,SOBOL,,,,1475,1646,385,0.913992330053821189217444498354,0.4
9,9_0,FAILED,SOBOL,,,,3454,2529,3502,0.164421698173508046281199312943,0.2
10,10_0,FAILED,SOBOL,,,,4600,354,1480,0.628983935356140166916816269804,0.0001
11,11_0,FAILED,SOBOL,,,,328,3894,4594,0.386164534557610739096134011561,0.7
12,12_0,FAILED,SOBOL,,,,758,1145,2828,0.368082375878468148755473521305,0.01
13,13_0,FAILED,SOBOL,,,,4326,4685,944,0.616768498009070742504889039992,0.8
14,14_0,FAILED,SOBOL,,,,2633,2436,3923,0.083089893534779551975688605125,0.001
15,15_0,FAILED,SOBOL,,,,2452,3320,2036,0.838496730718761629219670794555,0.6
16,16_0,FAILED,SOBOL,,,,2302,2205,3659,0.459650330156087860711267012448,0.5
17,17_0,FAILED,SOBOL,,,,2782,3235,542,0.712417863268405171517372309609,0.2
18,18_0,FAILED,SOBOL,,,,4177,1074,4439,0.244676471600309003440187893830,0.8
19,19_0,FAILED,SOBOL,,,,907,4448,1325,0.988692833116278091409867556649,0.00000000001
20,20_0,FAILED,SOBOL,,,,477,596,1100,0.756304159745573967299492323946,0.000000000001
21,21_0,FAILED,SOBOL,,,,4451,3970,2982,0.010327188018709420463947523672,0.9
22,22_0,FAILED,SOBOL,,,,3602,1726,1879,0.541314448321238206318639640813,0.4
23,23_0,FAILED,SOBOL,,,,1325,2756,3766,0.286616702055558558726033879793,0.0000000001
24,24_0,FAILED,SOBOL,,,,1569,909,2338,0.107842253547161814886123920587,0.00000000001
25,25_0,FAILED,SOBOL,,,,3360,4918,4205,0.845784178026020572183085732831,0.9
26,26_0,FAILED,SOBOL,,,,4694,2045,933,0.314089816210791461514872935368,0.001
27,27_0,FAILED,SOBOL,,,,234,3710,2797,0.576346250357106293371600713726,0.2
28,28_0,FAILED,SOBOL,,,,1211,1253,4781,0.684941417928785045710071699432,0.8
29,29_0,FAILED,SOBOL,,,,3873,2919,1647,0.424622811071574679520068684724,0.0001
30,30_0,FAILED,SOBOL,,,,3086,119,3376,0.891173484636470725206436327426,0.0000001
31,31_0,FAILED,SOBOL,,,,1999,4127,240,0.155199784504249704841782886433,0.01
32,32_0,FAILED,SOBOL,,,,1932,1409,1541,0.298532029803842302584371282137,0.000000000001
33,33_0,FAILED,SOBOL,,,,2995,3074,4653,0.560556221656501318939547218179,0.4
34,34_0,FAILED,SOBOL,,,,3807,278,444,0.030085014237090947769592830241,0.1
35,35_0,FAILED,SOBOL,,,,1120,4287,3562,0.767764232443645555648004119575,0.0001
36,36_0,FAILED,SOBOL,,,,300,757,4020,0.968950175683945369442540140881,0.00001
37,37_0,FAILED,SOBOL,,,,4783,4766,2132,0.233201111145317552253430903875,0.0000000001
38,38_0,FAILED,SOBOL,,,,3425,1887,2923,0.700487366734072525176202361763,0.001
39,39_0,FAILED,SOBOL,,,,1659,3552,1041,0.440423844577744583173029013778,0.000001
40,40_0,FAILED,SOBOL,,,,1397,435,2543,0.135929214641451828748941466074,0.00000000001
41,41_0,FAILED,SOBOL,,,,3688,3809,680,0.879226036611944428145193342061,0.8
42,42_0,FAILED,SOBOL,,,,4522,1571,4264,0.413194866085424994395225439803,0.7
43,43_0,FAILED,SOBOL,,,,563,2602,2396,0.665212380802258862466658229096,0.00000001
44,44_0,COMPLETED,SOBOL,0.750000000000000000000000000000,13897.000000000000000000000000000000,0.959999999999999964472863211995,837,2362,24,0.587789483100175869090264768602,0.00001
45,45_0,FAILED,SOBOL,,,,4092,3392,3162,0.333803684551268797786605091460,0.6
46,46_0,FAILED,SOBOL,,,,2711,1227,1746,0.865039460131898474415379496349,0.1
