trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,REQLABELS,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
0,0_0,ABANDONED,SOBOL,,,,3914,1607,246,201,235
1,1_0,COMPLETED,SOBOL,0.709999999999999964472863211995,138.000000000000000000000000000000,0.770000000000000017763568394003,1080,4799,864,37,4
2,2_0,COMPLETED,SOBOL,0.739999999999999991118215802999,13.000000000000000000000000000000,0.230000000000000009992007221626,1570,1126,399,181,78
3,3_0,ABANDONED,SOBOL,,,,3427,3092,526,80,186
4,4_0,ABANDONED,SOBOL,,,,2719,529,879,106,156
5,5_0,ABANDONED,SOBOL,,,,373,2207,734,32,32
6,6_0,COMPLETED,SOBOL,0.729999999999999982236431605997,32.000000000000000000000000000000,0.000000000000000000000000000000,4614,4202,346,242,207
7,7_0,COMPLETED,SOBOL,0.729999999999999982236431605997,45.000000000000000000000000000000,0.979999999999999982236431605997,4952,845,647,152,18
8,8_0,ABANDONED,SOBOL,,,,53,2751,275,114,221
9,9_0,COMPLETED,SOBOL,0.729999999999999982236431605997,14.000000000000000000000000000000,0.119999999999999995559107901499,1987,1267,997,234,169
10,10_0,ABANDONED,SOBOL,,,,3020,4516,116,9,94
11,11_0,ABANDONED,SOBOL,,,,3727,1923,485,60,123
12,12_0,COMPLETED,SOBOL,0.739999999999999991118215802999,40.000000000000000000000000000000,0.739999999999999991118215802999,1287,3858,596,209,141
13,13_0,COMPLETED,SOBOL,0.739999999999999991118215802999,40.000000000000000000000000000000,0.989999999999999991118215802999,4256,3407,763,158,49
14,14_0,ABANDONED,SOBOL,,,,4194,49,289,17,173
15,15_0,COMPLETED,SOBOL,0.750000000000000000000000000000,31.000000000000000000000000000000,0.810000000000000053290705182008,813,3234,666,243,67
16,16_0,COMPLETED,SOBOL,0.719999999999999973354647408996,69.000000000000000000000000000000,0.959999999999999964472863211995,1535,2063,75,99,14
17,17_0,ABANDONED,SOBOL,,,,3470,4033,943,138,248
18,18_0,ABANDONED,SOBOL,,,,2930,1469,594,180,217
19,19_0,COMPLETED,SOBOL,0.739999999999999991118215802999,36.000000000000000000000000000000,0.829999999999999960031971113494,2087,4625,456,95,44
20,20_0,COMPLETED,SOBOL,0.739999999999999991118215802999,9.000000000000000000000000000000,0.569999999999999951150186916493,269,641,800,191,95
21,21_0,ABANDONED,SOBOL,,,,4745,2640,185,44,145
22,22_0,ABANDONED,SOBOL,,,,4440,2403,823,71,81
23,23_0,COMPLETED,SOBOL,0.729999999999999982236431605997,33.000000000000000000000000000000,0.140000000000000013322676295502,557,4316,193,172,158
24,24_0,ABANDONED,SOBOL,,,,2411,331,539,52,231
25,25_0,COMPLETED,SOBOL,0.739999999999999991118215802999,30.000000000000000000000000000000,0.890000000000000013322676295502,2584,3575,417,215,31
26,26_0,ABANDONED,SOBOL,,,,1860,2925,935,10,203
27,27_0,COMPLETED,SOBOL,0.750000000000000000000000000000,21.000000000000000000000000000000,0.900000000000000022204460492503,1097,1753,343,146,128
28,28_0,COMPLETED,SOBOL,0.739999999999999991118215802999,43.000000000000000000000000000000,0.910000000000000031086244689504,3888,4968,705,122,112
29,29_0,ABANDONED,SOBOL,,,,3769,1179,978,46,209
30,30_0,COMPLETED,SOBOL,0.739999999999999991118215802999,28.000000000000000000000000000000,0.810000000000000053290705182008,1248,3042,101,193,38
