start_time,end_time,run_time,program_string,n_reference_samples,recent_samples_proportion,threshold,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727476464,1727476493,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 51 recent_samples_proportion 0.8468098700046539 threshold 0.5229895263910294,51,0.8468098700046539,0.5229895263910294,0.19229807451862968,0,None,i7186,25,0.006159074015079112
1727476479,1727476506,27,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 112 recent_samples_proportion 0.9885343150235713 threshold 0.5574098777025938,112,0.9885343150235713,0.5574098777025938,0.23580895223805953,0,None,i7181,23,0.01269067266816704
1727476479,1727476510,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 157 recent_samples_proportion 0.13831842355430127 threshold 0.5146191754378379,157,0.13831842355430127,0.5146191754378379,0.25556389097274324,0,None,i7186,27,0.015453863465866463
1727476484,1727476514,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 308 recent_samples_proportion 0.8200410149991513 threshold 0.5761655329726636,308,0.8200410149991513,0.5761655329726636,0.30182545636409097,0,None,i7181,28,0.028340418437942824
1727476479,1727476515,36,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 387 recent_samples_proportion 0.1490331193432212 threshold 0.6409547178074717,387,0.1490331193432212,0.6409547178074717,0.3178294573643411,0,None,i7186,32,0.03600900225056264
1727476479,1727476515,36,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 313 recent_samples_proportion 0.6475273158401251 threshold 0.6218916520476342,313,0.6475273158401251,0.6218916520476342,0.33783445861465367,0,None,i7186,32,0.03378622433386124
1727476479,1727476529,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 446 recent_samples_proportion 0.6846192532218993 threshold 0.757331812940538,446,0.6846192532218993,0.757331812940538,0.44136034008502123,0,None,i7186,46,0
1727476479,1727476529,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 336 recent_samples_proportion 0.6976534412242472 threshold 0.7884980627335608,336,0.6976534412242472,0.7884980627335608,0.44136034008502123,0,None,i7186,46,0
1727476484,1727476530,46,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 493 recent_samples_proportion 0.7197453032247723 threshold 0.7853973969817162,493,0.7197453032247723,0.7853973969817162,0.44136034008502123,0,None,i7181,43,0
1727476504,1727476536,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 271 recent_samples_proportion 0.8227414831519126 threshold 0.5886665243655443,271,0.8227414831519126,0.5886665243655443,0.31182795698924726,0,None,i7181,29,0.03000750187546887
1727476504,1727476542,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 134 recent_samples_proportion 0.7715333219617605 threshold 0.726162222120911,134,0.7715333219617605,0.726162222120911,0.33183295823955994,0,None,i7186,34,0.03445305770887166
1727476504,1727476546,42,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 435 recent_samples_proportion 0.848481718543917 threshold 0.6181799137033522,435,0.848481718543917,0.6181799137033522,0.3545886471617904,0,None,i7181,38,0.07183045761440361
1727476504,1727476548,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 328 recent_samples_proportion 0.8088069194927812 threshold 0.7267458532005548,328,0.8088069194927812,0.7267458532005548,0.3988497124281071,0,None,i7181,40,0.24306076519129777
1727476504,1727476550,46,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 475 recent_samples_proportion 0.4858905509114265 threshold 0.773015015386045,475,0.4858905509114265,0.773015015386045,0.44136034008502123,0,None,i7181,42,0
1727476504,1727476550,46,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 302 recent_samples_proportion 0.36928261537104845 threshold 0.7363000434823335,302,0.36928261537104845,0.7363000434823335,0.38284571142785695,0,None,i7181,42,0.06476619154788697
1727476531,1727476613,82,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 134 recent_samples_proportion 0.7581079781986773 threshold 0.5261575544252992,134,0.7581079781986773,0.5261575544252992,0.2218054513628407,0,None,i7177,26,0.015003750937734433
1727476531,1727476614,83,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 196 recent_samples_proportion 0.43931583706289534 threshold 0.660423051379621,196,0.43931583706289534,0.660423051379621,0.2703175793948487,0,None,i7177,27,0.021858405777915067
1727476531,1727476618,87,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 141 recent_samples_proportion 0.6982393396086991 threshold 0.719711340405047,141,0.6982393396086991,0.719711340405047,0.3283320830207552,0,None,i7177,32,0.031357839459864964
1727476531,1727476620,89,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 491 recent_samples_proportion 0.1130860535427928 threshold 0.7266595480963588,491,0.1130860535427928,0.7266595480963588,0.3305826456614154,0,None,i7177,34,0.04447540456542707
1727476531,1727476629,98,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 408 recent_samples_proportion 0.6347772148437798 threshold 0.6873878906480968,408,0.6347772148437798,0.6873878906480968,0.39809952488122036,0,None,i7177,42,0.24381095273818448
1727476723,1727476751,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.6497863565258409 threshold 0.5,50,0.6497863565258409,0.5,0.18829707426856712,0,None,i7186,24,0.00589108316040049
1727476743,1727476768,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.815217720624371 threshold 0.5,50,0.815217720624371,0.5,0.1822955738934734,0,None,i7181,22,0.006128198716345752
1727476743,1727476771,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.5900826207446044 threshold 0.561276017488033,50,0.5900826207446044,0.561276017488033,0.19604901225306326,0,None,i7186,24,0.005866598228504495
1727476743,1727476771,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.494705493128585 threshold 0.5,50,0.494705493128585,0.5,0.18529632408102026,0,None,i7186,24,0.005930053942056942
1727476744,1727476771,27,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.9672739839338887 threshold 0.5,50,0.9672739839338887,0.5,0.19004751187796953,0,None,i7186,24,0.005868350204434224
1727476744,1727476771,27,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.4359053939638424 threshold 0.5847681659758819,50,0.4359053939638424,0.5847681659758819,0.19429857464366096,0,None,i7186,24,0.006048809499672215
1727476744,1727476772,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.1 threshold 0.6420983358191035,50,0.1,0.6420983358191035,0.1965491372843211,0,None,i7186,24,0.006100840278562791
1727476750,1727476776,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.5049109182173203 threshold 0.5479392066138571,50,0.5049109182173203,0.5479392066138571,0.19129782445611399,0,None,i7181,22,0.006008168708843878
1727476750,1727476776,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.2945423995658617 threshold 0.6140452275253238,50,0.2945423995658617,0.6140452275253238,0.18929732433108282,0,None,i7181,22,0.006116393963355703
1727476750,1727476776,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.7071746215873208 threshold 0.5456619343159609,50,0.7071746215873208,0.5456619343159609,0.18929732433108282,0,None,i7181,22,0.005878092899848338
1727476763,1727476788,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.801424948740083 threshold 0.5,50,0.801424948740083,0.5,0.18529632408102026,0,None,i7181,22,0.0060881887138451276
1727476763,1727476788,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 62 recent_samples_proportion 0.1 threshold 0.6390009752540857,62,0.1,0.6390009752540857,0.2118029507376844,0,None,i7181,22,0.007050943063634761
1727476763,1727476792,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.1 threshold 0.7166069556156331,50,0.1,0.7166069556156331,0.19704926231557884,0,None,i7186,25,0.006265650919772197
1727476763,1727476801,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 500 recent_samples_proportion 0.1 threshold 0.5,500,0.1,0.5,0.32808202050512625,0,None,i7181,33,0.044832636730611226
1727476781,1727476809,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.5751038430088284 threshold 0.6073129398746737,50,0.5751038430088284,0.6073129398746737,0.18929732433108282,0,None,i7186,24,0.006374833144905944
1727476781,1727476809,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.5415603144792462 threshold 0.5162422012767657,50,0.5415603144792462,0.5162422012767657,0.18154538634658668,0,None,i7186,24,0.005978767419127508
1727476781,1727476810,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 63 recent_samples_proportion 0.7852217025402749 threshold 0.5117859144900397,63,0.7852217025402749,0.5117859144900397,0.1847961990497624,0,None,i7186,25,0.007618571309494041
1727476781,1727476811,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 138 recent_samples_proportion 0.21020386044502654 threshold 0.5687387706798819,138,0.21020386044502654,0.5687387706798819,0.23480870217554384,0,None,i7186,26,0.014539349122995036
1727476781,1727476815,34,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 301 recent_samples_proportion 0.1 threshold 0.5057836798166114,301,0.1,0.5057836798166114,0.3063265816454114,0,None,i7186,30,0.025814145844153345
1727476803,1727476831,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.4956171152333346 threshold 0.5002221226874368,50,0.4956171152333346,0.5002221226874368,0.18629657414353584,0,None,i7186,24,0.005994919782577224
1727476864,1727476892,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 DiscriminativeDriftDetector2019 n_reference_samples 50 recent_samples_proportion 0.1 threshold 0.5895014104383194,50,0.1,0.5895014104383194,0.19279819954988742,0,None,i7186,24,0.005988163707593566
