trial_index,arm_name,trial_status,generation_method,result,n_samples,n_windows,disjoint_training_windows
0,0_0,COMPLETED,Sobol,0.441360340085021229938888609468,313,70,True
1,1_0,COMPLETED,Sobol,0.247811952988247097273699637299,119,66,False
2,2_0,COMPLETED,Sobol,0.441360340085021229938888609468,597,132,True
3,3_0,COMPLETED,Sobol,0.441360340085021229938888609468,370,179,True
4,4_0,COMPLETED,Sobol,0.344336084021005239819146481750,332,143,False
5,5_0,COMPLETED,Sobol,0.441360340085021229938888609468,671,130,True
6,6_0,COMPLETED,Sobol,0.333333333333333370340767487505,498,193,False
7,7_0,COMPLETED,Sobol,0.332333083270817675192176920973,316,152,False
8,8_0,COMPLETED,Sobol,0.346086521630407650818028741924,540,208,False
9,9_0,COMPLETED,Sobol,0.317079269817454378888044175255,395,65,False
10,10_0,COMPLETED,Sobol,0.335583895973993517891642568429,433,25,False
11,11_0,COMPLETED,Sobol,0.441360340085021229938888609468,257,46,True
12,12_0,COMPLETED,Sobol,0.393598399599899950729309239250,789,27,False
13,13_0,COMPLETED,Sobol,0.322330582645661389840086030745,367,135,False
14,14_0,COMPLETED,Sobol,0.441360340085021229938888609468,746,143,True
15,15_0,COMPLETED,Sobol,0.441360340085021229938888609468,997,196,True
16,16_0,COMPLETED,Sobol,0.441360340085021229938888609468,429,134,True
17,17_0,COMPLETED,Sobol,0.320580145036259089863506233087,434,245,False
18,18_0,COMPLETED,Sobol,0.391347836959239803178434158326,935,225,False
19,19_0,COMPLETED,Sobol,0.374593648412103075173718025326,863,233,False
20,20_0,COMPLETED,BoTorch,0.215053763440860246092256602424,100,43,False
21,21_0,COMPLETED,BoTorch,0.212303075768942250967086238234,100,51,False
22,21_0,COMPLETED,BoTorch,0.212303075768942250967086238234,100,51,False
23,23_0,COMPLETED,BoTorch,0.372093023255813948324544071511,100,250,False
24,24_0,COMPLETED,BoTorch,0.441360340085021229938888609468,974,107,True
25,21_0,COMPLETED,BoTorch,0.212303075768942250967086238234,100,51,False
26,21_0,COMPLETED,BoTorch,0.212303075768942250967086238234,100,51,False
27,21_0,COMPLETED,BoTorch,0.212303075768942250967086238234,100,51,False
28,21_0,COMPLETED,BoTorch,0.212303075768942250967086238234,100,51,False
29,21_0,COMPLETED,BoTorch,0.212303075768942250967086238234,100,51,False
30,30_0,COMPLETED,BoTorch,0.213303325831457835093374342250,100,50,False
31,21_0,COMPLETED,BoTorch,0.212303075768942250967086238234,100,51,False
32,23_0,COMPLETED,BoTorch,0.372093023255813948324544071511,100,250,False
33,33_0,COMPLETED,BoTorch,0.441360340085021229938888609468,956,246,True
34,21_0,COMPLETED,BoTorch,0.212303075768942250967086238234,100,51,False
35,30_0,COMPLETED,BoTorch,0.213303325831457835093374342250,100,50,False
36,21_0,COMPLETED,BoTorch,0.212303075768942250967086238234,100,51,False
37,23_0,COMPLETED,BoTorch,0.372093023255813948324544071511,100,250,False
38,23_0,COMPLETED,BoTorch,0.372093023255813948324544071511,100,250,False
39,39_0,COMPLETED,BoTorch,0.441360340085021229938888609468,1000,250,True
40,40_0,COMPLETED,BoTorch,0.220305076269067257044298457913,100,25,False
41,23_0,COMPLETED,BoTorch,0.372093023255813948324544071511,100,250,False
42,40_0,COMPLETED,BoTorch,0.220305076269067257044298457913,100,25,False
43,40_0,COMPLETED,BoTorch,0.220305076269067257044298457913,100,25,False
44,40_0,COMPLETED,BoTorch,0.220305076269067257044298457913,100,25,False
45,40_0,COMPLETED,BoTorch,0.220305076269067257044298457913,100,25,False
46,40_0,COMPLETED,BoTorch,0.220305076269067257044298457913,100,25,False
47,40_0,COMPLETED,BoTorch,0.220305076269067257044298457913,100,25,False
48,48_0,COMPLETED,BoTorch,0.377844461115278806850881210266,804,121,False
49,49_0,COMPLETED,BoTorch,0.326081520380094969091544498951,465,108,False
50,50_0,COMPLETED,BoTorch,0.302825706426606666710199533554,100,180,False
51,51_0,COMPLETED,BoTorch,0.212803200800200098541381521500,100,49,False
52,52_0,COMPLETED,BoTorch,0.272318079519879963079631579603,100,99,False
53,51_0,COMPLETED,BoTorch,0.212803200800200098541381521500,100,49,False
54,54_0,COMPLETED,BoTorch,0.373093273318329532450832175527,840,133,False
55,55_0,COMPLETED,BoTorch,0.389347336834208523903555487777,755,115,False
56,56_0,COMPLETED,BoTorch,0.301825456364090971561608967022,100,183,False
57,57_0,COMPLETED,BoTorch,0.382345586396599101952631372114,781,154,False
58,58_0,COMPLETED,BoTorch,0.280070017504376100880847388908,104,107,False
59,59_0,COMPLETED,BoTorch,0.341335333833458376417979707185,483,109,False
60,60_0,COMPLETED,BoTorch,0.384096024006001512951513632288,803,129,False
61,61_0,COMPLETED,BoTorch,0.355088772193048241021529065620,626,116,False
62,62_0,COMPLETED,BoTorch,0.441360340085021229938888609468,1000,25,True
63,63_0,COMPLETED,BoTorch,0.376844211052763222724593106250,890,140,False
64,64_0,COMPLETED,BoTorch,0.346086521630407650818028741924,402,138,False
65,65_0,COMPLETED,BoTorch,0.302825706426606666710199533554,163,112,False
66,66_0,COMPLETED,BoTorch,0.374093523380845227599422742060,735,135,False
67,67_0,COMPLETED,BoTorch,0.348087021755438819070604949957,548,112,False
68,68_0,COMPLETED,BoTorch,0.329832458114528659365305429674,285,211,False
