start_time,end_time,run_time,program_string,n_samples,const,max_depth,threshold,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727287807,1727287817,10,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 225 const 0.2196177462115884 max_depth 2 threshold 0.7768470929935576,225,0.2196177462115884,2,0.7768470929935576,0.29474611741381207,0,None,i7182,7,0.0009954290120057275
1727287807,1727287818,11,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 119 const 0.48140394613146786 max_depth 4 threshold 0.41706683821976187,119,0.48140394613146786,4,0.41706683821976187,0.2869258728934905,0,None,i7182,8,0.0006268079605335617
1727287808,1727287821,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 200 const 0.7938493965193629 max_depth 4 threshold 0.5842907099053265,200,0.7938493965193629,4,0.5842907099053265,0.2930388809340235,0,None,i7182,10,0.0009227643768892809
1727287816,1727287826,10,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 134 const 0.7651264416053891 max_depth 3 threshold 0.701942122541368,134,0.7651264416053891,3,0.701942122541368,0.2909461394426699,0,None,i7182,7,0.0006510020664383772
1727287816,1727287827,11,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 207 const 0.5075005440041424 max_depth 3 threshold 0.2048763744533062,207,0.5075005440041424,3,0.2048763744533062,0.29000991298601164,0,None,i7182,8,0.0010361247653030122
1727287816,1727287829,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 200 const 0.7463543958030641 max_depth 4 threshold 0.7045424308627846,200,0.7463543958030641,4,0.7045424308627846,0.292763520211477,0,None,i7182,9,0.0009288835040569814
1727287837,1727287847,10,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 135 const 0.6342232121154666 max_depth 2 threshold 0.6520447529852391,135,0.6342232121154666,2,0.6520447529852391,0.2884128207952418,0,None,i7182,7,0.0006888127925193939
1727287837,1727287848,11,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 475 const 0.5333359978161752 max_depth 2 threshold 0.44889435619115836,475,0.5333359978161752,2,0.44889435619115836,0.2961229210265448,0,None,i7182,9,0.0020231766772366507
1727287837,1727287850,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 142 const 0.11580099891871215 max_depth 4 threshold 0.7429018732160331,142,0.11580099891871215,4,0.7429018732160331,0.285769357858795,0,None,i7182,10,0.0007745066672261299
1727287837,1727287852,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 574 const 0.7559433408081532 max_depth 2 threshold 0.27016501706093554,574,0.7559433408081532,2,0.27016501706093554,0.29265337592245844,0,None,i7182,12,0.002793993464772182
1727287837,1727287861,24,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 512 const 0.396652586106211 max_depth 4 threshold 0.5997128803282976,512,0.396652586106211,4,0.5997128803282976,0.29783015750633335,0,None,i7182,21,0.0021607717875122244
1727287837,1727287861,24,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 967 const 0.668990551866591 max_depth 3 threshold 0.7078362897038462,967,0.668990551866591,3,0.7078362897038462,0.2949664059918493,0,None,i7182,21,0.004399652433576873
1727287856,1727287867,11,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 204 const 0.41982971346005804 max_depth 3 threshold 0.6375836968421937,204,0.41982971346005804,3,0.6375836968421937,0.29331424165657005,0,None,i7182,8,0.0009374780963061617
1727287807,1727287874,67,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 721 const 0.2818339396268129 max_depth 3 threshold 0.5484429640695454,721,0.2818339396268129,3,0.5484429640695454,0.2980504460843705,0,None,i7182,63,0.003319348346333699
1727287855,1727287882,27,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 BayesianNonparametricDetectionMethod n_samples 907 const 0.972348522208631 max_depth 2 threshold 0.3364683572202921,907,0.972348522208631,2,0.3364683572202921,0.29898667254102873,0,None,i7174,10,0.003952956150334715
