start_time,end_time,run_time,program_string,n_samples,confidence,feature_proportion,n_clusters,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727442458,1727442499,41,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 639 confidence 0.01 feature_proportion 0.03538897037506104 n_clusters 4,639,0.01,0.03538897037506104,4,0.3688422105526381,0,None,i7186,37,0.05461365341335335
1727442461,1727442504,43,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 769 confidence 0.025 feature_proportion 0.17487455606460572 n_clusters 3,769,0.025,0.17487455606460572,3,0.3965991497874468,0,None,i7186,39,0.061327831957989506
1727442478,1727442518,40,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 594 confidence 0.1 feature_proportion 0.08895751405507327 n_clusters 1,594,0.1,0.08895751405507327,1,0.3760940235058765,0,None,i7186,36,0.05316329082270567
1727442518,1727442562,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 876 confidence 0.05 feature_proportion 0.060447103716433054 n_clusters 1,876,0.05,0.060447103716433054,1,0.4066016504126031,0,None,i7186,40,0.07843627573560058
1727442509,1727442567,58,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 224 confidence 0.1 feature_proportion 0.17062371838837864 n_clusters 1,224,0.1,0.17062371838837864,1,0.2728182045511378,0,None,i7177,26,0.02306826706676669
1727442509,1727442568,59,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 138 confidence 0.001 feature_proportion 0.04503402542322874 n_clusters 2,138,0.001,0.04503402542322874,2,0.24381095273818454,0,None,i7177,27,0.01592398099524881
1727442496,1727442569,73,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 180 confidence 0.05 feature_proportion 0.02778256889432669 n_clusters 4,180,0.05,0.02778256889432669,4,0.27681920480120026,0,None,i7181,28,0.01738529870562879
1727442496,1727442570,74,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 237 confidence 0.005 feature_proportion 0.1365447871387005 n_clusters 2,237,0.005,0.1365447871387005,2,0.2820705176294074,0,None,i7181,29,0.02398933066599983
1727442509,1727442572,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 442 confidence 0.001 feature_proportion 0.04553159829229117 n_clusters 1,442,0.001,0.04553159829229117,1,0.35133783445861466,0,None,i7177,31,0.041510377594398594
1727442509,1727442572,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 538 confidence 0.001 feature_proportion 0.07916997149586678 n_clusters 2,538,0.001,0.07916997149586678,2,0.3545886471617904,0,None,i7177,32,0.04788697174293574
