2024-09-29 11:34:30, 20, 20
2024-09-29 11:44:09, 0, 1
2024-09-29 11:44:11, 0, 2
2024-09-29 11:44:14, 0, 4
2024-09-29 11:44:17, 0, 4
2024-09-29 11:44:19, 0, 5
2024-09-29 11:44:22, 0, 7
2024-09-29 11:44:24, 0, 7
2024-09-29 11:44:27, 0, 8
2024-09-29 11:44:29, 0, 9
2024-09-29 11:44:32, 0, 10
2024-09-29 11:44:34, 0, 10
2024-09-29 11:44:36, 0, 10
2024-09-29 11:44:39, 0, 10
2024-09-29 11:44:41, 0, 11
2024-09-29 11:44:44, 0, 11
2024-09-29 11:44:46, 0, 11
2024-09-29 11:44:48, 0, 11
2024-09-29 11:44:50, 0, 11
2024-09-29 11:44:52, 0, 11
2024-09-29 11:44:54, 0, 11
2024-09-29 11:44:57, 0, 11
2024-09-29 11:44:59, 0, 11
2024-09-29 11:45:01, 0, 12
2024-09-29 11:45:04, 0, 12
2024-09-29 11:45:06, 0, 12
2024-09-29 11:45:08, 0, 12
2024-09-29 11:45:10, 0, 12
2024-09-29 11:45:12, 0, 12
2024-09-29 11:45:14, 0, 12
2024-09-29 11:45:17, 0, 13
2024-09-29 11:45:20, 0, 14
2024-09-29 11:45:22, 0, 14
2024-09-29 11:45:24, 0, 15
2024-09-29 11:45:26, 0, 15
2024-09-29 11:45:29, 0, 15
2024-09-29 11:45:31, 0, 15
2024-09-29 11:45:33, 0, 15
2024-09-29 11:45:35, 0, 15
2024-09-29 11:45:37, 0, 15
2024-09-29 11:45:39, 0, 15
2024-09-29 11:45:42, 0, 15
2024-09-29 11:45:44, 0, 17
2024-09-29 11:45:47, 0, 18
2024-09-29 11:45:49, 0, 18
2024-09-29 11:45:51, 0, 18
2024-09-29 11:45:53, 0, 18
2024-09-29 11:45:55, 0, 18
2024-09-29 11:45:58, 0, 18
2024-09-29 11:46:00, 0, 18
2024-09-29 11:46:02, 0, 18
2024-09-29 11:46:04, 0, 18
2024-09-29 11:46:06, 0, 18
2024-09-29 11:46:08, 0, 18
2024-09-29 11:46:10, 0, 18
2024-09-29 11:46:13, 0, 18
2024-09-29 11:46:15, 0, 18
2024-09-29 11:46:17, 0, 18
2024-09-29 11:46:19, 0, 18
2024-09-29 11:46:21, 0, 18
2024-09-29 11:46:23, 0, 18
2024-09-29 11:46:26, 0, 18
2024-09-29 11:46:28, 0, 18
2024-09-29 11:46:30, 0, 18
2024-09-29 11:46:32, 0, 18
2024-09-29 11:46:34, 0, 18
2024-09-29 11:46:36, 0, 18
2024-09-29 11:46:38, 0, 18
2024-09-29 11:46:41, 0, 18
2024-09-29 11:46:43, 0, 19
2024-09-29 11:46:45, 0, 19
2024-09-29 11:46:47, 0, 19
