trial_index,arm_name,trial_status,generation_method,result,n_samples,const,max_depth,threshold
0,0_0,COMPLETED,Sobol,0.424606151537884501934172476467,804,0.355191910266876242907585492503,2,0.688604998588562056127670985006
1,1_0,COMPLETED,Sobol,0.389597399349837503201854360668,646,0.494997762795537754598740320944,4,0.709141819179058163769013845013
2,2_0,COMPLETED,Sobol,0.358839709927481820272987533826,260,0.470496729761362142419045540009,2,0.538578139059245675213105641888
3,3_0,COMPLETED,Sobol,0.377594398599649938574884799891,449,0.912662879005074478833137163747,4,0.327099011093378133629983040009
4,4_0,COMPLETED,Sobol,0.354338584646161525171237371978,290,0.807349003944546006472648969066,4,0.386300026066601298602165570628
5,5_0,COMPLETED,Sobol,0.373843460865216359323426331684,423,0.313943139836192153246940961253,3,0.257359432615339778216423383128
6,6_0,COMPLETED,Sobol,0.343835958989747392244851198484,328,0.987501259706914380487319249369,3,0.351141243055462903832619758759
7,7_0,COMPLETED,Sobol,0.324331082770692669114964701294,221,0.490980252064764477459846148122,2,0.427187782898545309606674891256
8,8_0,COMPLETED,Sobol,0.411602900725181242158612349158,709,0.646598942112177610397338867188,2,0.410460004769265696111801844381
9,9_0,COMPLETED,Sobol,0.388347086771692939777267383761,652,0.305540853552520252911506304372,2,0.587577150762081279466997330019
10,10_0,COMPLETED,Sobol,0.363840960240059962949032978941,344,0.935464081354439258575439453125,4,0.294472466409206434789780360006
11,11_0,COMPLETED,Sobol,0.400100025006251525105938071647,718,0.204116850439459096566707785314,2,0.348088733293116125988575504380
12,12_0,COMPLETED,Sobol,0.363840960240059962949032978941,250,0.929595873225480318069458007812,2,0.649391442537307739257812500000
13,13_0,COMPLETED,Sobol,0.393348337084271082453312828875,652,0.589934919681400216084909970959,4,0.481370603851974054876450281881
14,14_0,COMPLETED,Sobol,0.276069017254313542331090047810,116,0.352333464194089174270629882812,2,0.737698853760957895531191752525
15,15_0,COMPLETED,Sobol,0.424856214053513370210168886842,958,0.161001199670135985986263449377,3,0.378761482052505038531364789378
16,16_0,COMPLETED,Sobol,0.426856714178544649485047557391,948,0.614325035829097032546997070312,3,0.466140186786651644634815738755
17,17_0,COMPLETED,Sobol,0.426606651662915781209051147016,919,0.382197991572320483477653851878,4,0.390500460378825686724724164378
18,18_0,COMPLETED,Sobol,0.416354088522130516558661383897,854,0.669267002120614074023308148753,2,0.377037539146840572357177734375
19,19_0,COMPLETED,Sobol,0.388347086771692939777267383761,597,0.947661051340401128229018468119,4,0.222777565941214561462402343750
20,20_0,COMPLETED,BoTorch,0.307326831707926961811949695402,100,0.306444251856041238735173237728,2,0.617700926673672490174737959023
21,21_0,COMPLETED,BoTorch,0.307326831707926961811949695402,100,0.291189111572389136561866962438,2,0.788016810164061443089167369180
22,22_0,COMPLETED,BoTorch,0.307326831707926961811949695402,100,0.419590552525422544327682317089,3,0.681218564753604427508548724290
